Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Partnership Health Plan,Stanford Advantage Medicare Adv_ HMO,Sutter Health Plus HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
OP_RX-81000000-ERX54941,OUTPATIENT,EMTRICITABINE/TENOFOVIR 200MG/300MG TABS,,,250,$210.02 ,$168.02 ,$172.22 ,$159.62 ,$157.52 ,,$172.22 ,$157.52 ,$155.41 ,$117.61 ,,$172.22 ,$159.62 ,$157.52 ,$123.91 ,,$172.22 ,$159.62 ,$157.52 ,$172.22 ,$157.52 ,$155.41 ,,$180.62 ,,$184.82 ,,,$132.31 ,$172.22 ,$163.82 ,$155.41 ,,$159.62 ,$123.91 ,$117.61 ,$184.82 
OP_RX-81000000-ERX54961,OUTPATIENT,DULOXETINE DR 20MG CPEP,,,250,$38.49 ,$30.79 ,$31.56 ,$29.25 ,$28.87 ,,$31.56 ,$28.87 ,$28.48 ,$21.55 ,,$31.56 ,$29.25 ,$28.87 ,$22.71 ,,$31.56 ,$29.25 ,$28.87 ,$31.56 ,$28.87 ,$28.48 ,,$33.10 ,,$33.87 ,,,$24.25 ,$31.56 ,$30.02 ,$28.48 ,,$29.25 ,$22.71 ,$21.55 ,$33.87 
OP_RX-81000000-ERX54962,OUTPATIENT,DULOXETINE DR 30MG CPEP,,,250,$31.41 ,$25.13 ,$25.76 ,$23.87 ,$23.56 ,,$25.76 ,$23.56 ,$23.24 ,$17.59 ,,$25.76 ,$23.87 ,$23.56 ,$18.53 ,,$25.76 ,$23.87 ,$23.56 ,$25.76 ,$23.56 ,$23.24 ,,$27.01 ,,$27.64 ,,,$19.79 ,$25.76 ,$24.50 ,$23.24 ,,$23.87 ,$18.53 ,$17.59 ,$27.64 
OP_RX-81000000-ERX55000010,OUTPATIENT,FLUMAZENIL 0.1 MG/ML SOLN,,,250,$75.00 ,$60.00 ,$61.50 ,$57.00 ,$56.25 ,,$61.50 ,$56.25 ,$55.50 ,$42.00 ,,$61.50 ,$57.00 ,$56.25 ,$44.25 ,,$61.50 ,$57.00 ,$56.25 ,$61.50 ,$56.25 ,$55.50 ,,$64.50 ,,$66.00 ,,,$47.25 ,$61.50 ,$58.50 ,$55.50 ,,$57.00 ,$44.25 ,$42.00 ,$66.00 
OP_RX-81000000-ERX55000031,OUTPATIENT,THIAMINE 100MG TABS,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.50 ,$1.48 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.18 ,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.18 ,$1.12 ,$1.76 
OP_RX-81000000-ERX55000032,OUTPATIENT,ARTIFICIAL TEARS OINT 3.5 G TUBE,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.50 ,$1.48 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.18 ,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.18 ,$1.12 ,$1.76 
OP_RX-81000000-ERX55306,OUTPATIENT,PEG 3350-KCL-NABCB-NACL-NASULF 236G/4000ML SOLR,,,250,$64.00 ,$51.20 ,$52.48 ,$48.64 ,$48.00 ,,$52.48 ,$48.00 ,$47.36 ,$35.84 ,,$52.48 ,$48.64 ,$48.00 ,$37.76 ,,$52.48 ,$48.64 ,$48.00 ,$52.48 ,$48.00 ,$47.36 ,,$55.04 ,,$56.32 ,,,$40.32 ,$52.48 ,$49.92 ,$47.36 ,,$48.64 ,$37.76 ,$35.84 ,$56.32 
OP_RX-81000000-ERX5555,OUTPATIENT,"CYANOCOBALAMIN 1,000MCG TABS",,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.50 ,$1.48 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.18 ,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.18 ,$1.12 ,$1.76 
OP_RX-81000000-ERX55718,OUTPATIENT,FENOFIBRATE 145MG TABS,,,250,$28.23 ,$22.58 ,$23.15 ,$21.45 ,$21.17 ,,$23.15 ,$21.17 ,$20.89 ,$15.81 ,,$23.15 ,$21.45 ,$21.17 ,$16.66 ,,$23.15 ,$21.45 ,$21.17 ,$23.15 ,$21.17 ,$20.89 ,,$24.28 ,,$24.84 ,,,$17.78 ,$23.15 ,$22.02 ,$20.89 ,,$21.45 ,$16.66 ,$15.81 ,$24.84 
OP_RX-81000000-ERX5573,OUTPATIENT,CYCLOBENZAPRINE 10MG TABS,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.25 ,$11.10 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$8.85 ,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$8.85 ,$8.40 ,$13.20 
OP_RX-81000000-ERX5582,OUTPATIENT,CYCLOPENTOLATE 1% SOLN 2 ML BOTTLE,,,250,$73.85 ,$59.08 ,$60.56 ,$56.13 ,$55.39 ,,$60.56 ,$55.39 ,$54.65 ,$41.36 ,,$60.56 ,$56.13 ,$55.39 ,$43.57 ,,$60.56 ,$56.13 ,$55.39 ,$60.56 ,$55.39 ,$54.65 ,,$63.51 ,,$64.99 ,,,$46.53 ,$60.56 ,$57.60 ,$54.65 ,,$56.13 ,$43.57 ,$41.36 ,$64.99 
OP_RX-81000000-ERX56528,OUTPATIENT,FLUOXETINE HCL POWD,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.25 ,$11.10 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$8.85 ,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$8.85 ,$8.40 ,$13.20 
OP_RX-81000000-ERX56682,OUTPATIENT,GLYCERIN (ADULT) 2 G SUPP,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.25 ,$11.10 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$8.85 ,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$8.85 ,$8.40 ,$13.20 
OP_RX-81000000-ERX57062,OUTPATIENT,IPRATROPIUM 17MCG AERS 12.9 G INHALER,,,250,"$1,601.83 ","$1,281.46 ","$1,313.50 ","$1,217.39 ","$1,201.37 ",,"$1,313.50 ","$1,201.37 ","$1,185.35 ",$897.02 ,,"$1,313.50 ","$1,217.39 ","$1,201.37 ",$945.08 ,,"$1,313.50 ","$1,217.39 ","$1,201.37 ","$1,313.50 ","$1,201.37 ","$1,185.35 ",,"$1,377.57 ",,"$1,409.61 ",,,"$1,009.15 ","$1,313.50 ","$1,249.43 ","$1,185.35 ",,"$1,217.39 ",$945.08 ,$897.02 ,"$1,409.61 "
OP_RX-81000000-ERX57143,OUTPATIENT,FENTANYL 12MCG/HR PT72,,,250,$81.21 ,$64.97 ,$66.59 ,$61.72 ,$60.91 ,,$66.59 ,$60.91 ,$60.10 ,$45.48 ,,$66.59 ,$61.72 ,$60.91 ,$47.91 ,,$66.59 ,$61.72 ,$60.91 ,$66.59 ,$60.91 ,$60.10 ,,$69.84 ,,$71.46 ,,,$51.16 ,$66.59 ,$63.34 ,$60.10 ,,$61.72 ,$47.91 ,$45.48 ,$71.46 
OP_RX-81000000-ERX57184,OUTPATIENT,ARTIFICIAL TEARS 0.2-0.2-1% SOLN 15 ML BOTTLE,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.50 ,$1.48 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.18 ,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.18 ,$1.12 ,$1.76 
OP_RX-81000000-ERX5732,OUTPATIENT,SENNOSIDES 8.6MG TABS,,,250,$1.00 ,$0.80 ,$0.82 ,$0.76 ,$0.75 ,,$0.82 ,$0.75 ,$0.74 ,$0.56 ,,$0.82 ,$0.76 ,$0.75 ,$0.59 ,,$0.82 ,$0.76 ,$0.75 ,$0.82 ,$0.75 ,$0.74 ,,$0.86 ,,$0.88 ,,,$0.63 ,$0.82 ,$0.78 ,$0.74 ,,$0.76 ,$0.59 ,$0.56 ,$0.88 
OP_RX-81000000-ERX57984,OUTPATIENT,PREGABALIN 25MG CAPS,,,250,$54.78 ,$43.82 ,$44.92 ,$41.63 ,$41.09 ,,$44.92 ,$41.09 ,$40.54 ,$30.68 ,,$44.92 ,$41.63 ,$41.09 ,$32.32 ,,$44.92 ,$41.63 ,$41.09 ,$44.92 ,$41.09 ,$40.54 ,,$47.11 ,,$48.21 ,,,$34.51 ,$44.92 ,$42.73 ,$40.54 ,,$41.63 ,$32.32 ,$30.68 ,$48.21 
OP_RX-81000000-ERX57985,OUTPATIENT,PREGABALIN 50MG CAPS,,,250,$40.00 ,$32.00 ,$32.80 ,$30.40 ,$30.00 ,,$32.80 ,$30.00 ,$29.60 ,$22.40 ,,$32.80 ,$30.40 ,$30.00 ,$23.60 ,,$32.80 ,$30.40 ,$30.00 ,$32.80 ,$30.00 ,$29.60 ,,$34.40 ,,$35.20 ,,,$25.20 ,$32.80 ,$31.20 ,$29.60 ,,$30.40 ,$23.60 ,$22.40 ,$35.20 
OP_RX-81000000-ERX57986,OUTPATIENT,PREGABALIN 75MG CAPS,,,250,$20.00 ,$16.00 ,$16.40 ,$15.20 ,$15.00 ,,$16.40 ,$15.00 ,$14.80 ,$11.20 ,,$16.40 ,$15.20 ,$15.00 ,$11.80 ,,$16.40 ,$15.20 ,$15.00 ,$16.40 ,$15.00 ,$14.80 ,,$17.20 ,,$17.60 ,,,$12.60 ,$16.40 ,$15.60 ,$14.80 ,,$15.20 ,$11.80 ,$11.20 ,$17.60 
OP_RX-81000000-ERX58047,OUTPATIENT,RAMELTEON 8MG TABS,,,250,$55.96 ,$44.77 ,$45.89 ,$42.53 ,$41.97 ,,$45.89 ,$41.97 ,$41.41 ,$31.34 ,,$45.89 ,$42.53 ,$41.97 ,$33.02 ,,$45.89 ,$42.53 ,$41.97 ,$45.89 ,$41.97 ,$41.41 ,,$48.13 ,,$49.24 ,,,$35.25 ,$45.89 ,$43.65 ,$41.41 ,,$42.53 ,$33.02 ,$31.34 ,$49.24 
OP_RX-81000000-ERX58320,OUTPATIENT,OMEGA-3-ACID ETHYL ESTERS 1G CAPS,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.50 ,$1.48 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.18 ,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.18 ,$1.12 ,$1.76 
OP_RX-81000000-ERX59663,OUTPATIENT,LIDOCAINE 4% SOLN,,,250,$45.34 ,$36.27 ,$37.18 ,$34.46 ,$34.01 ,,$37.18 ,$34.01 ,$33.55 ,$25.39 ,,$37.18 ,$34.46 ,$34.01 ,$26.75 ,,$37.18 ,$34.46 ,$34.01 ,$37.18 ,$34.01 ,$33.55 ,,$38.99 ,,$39.90 ,,,$28.56 ,$37.18 ,$35.37 ,$33.55 ,,$34.46 ,$26.75 ,$25.39 ,$39.90 
OP_RX-81000000-ERX59692,OUTPATIENT,ARIPIPRAZOLE 2MG TABS,,,250,$100.00 ,$80.00 ,$82.00 ,$76.00 ,$75.00 ,,$82.00 ,$75.00 ,$74.00 ,$56.00 ,,$82.00 ,$76.00 ,$75.00 ,$59.00 ,,$82.00 ,$76.00 ,$75.00 ,$82.00 ,$75.00 ,$74.00 ,,$86.00 ,,$88.00 ,,,$63.00 ,$82.00 ,$78.00 ,$74.00 ,,$76.00 ,$59.00 ,$56.00 ,$88.00 
OP_RX-81000000-ERX59770,OUTPATIENT,BRIMONIDINE 0.1% SOLN 5 ML BOTTLE,,,250,$888.88 ,$711.10 ,$728.88 ,$675.55 ,$666.66 ,,$728.88 ,$666.66 ,$657.77 ,$497.77 ,,$728.88 ,$675.55 ,$666.66 ,$524.44 ,,$728.88 ,$675.55 ,$666.66 ,$728.88 ,$666.66 ,$657.77 ,,$764.44 ,,$782.21 ,,,$559.99 ,$728.88 ,$693.33 ,$657.77 ,,$675.55 ,$524.44 ,$497.77 ,$782.21 
OP_RX-81000000-ERX59931,OUTPATIENT,FLUTICASONE 50MCG SUSP 16 G BOTTLE,,,250,$375.00 ,$300.00 ,$307.50 ,$285.00 ,$281.25 ,,$307.50 ,$281.25 ,$277.50 ,$210.00 ,,$307.50 ,$285.00 ,$281.25 ,$221.25 ,,$307.50 ,$285.00 ,$281.25 ,$307.50 ,$281.25 ,$277.50 ,,$322.50 ,,$330.00 ,,,$236.25 ,$307.50 ,$292.50 ,$277.50 ,,$285.00 ,$221.25 ,$210.00 ,$330.00 
OP_RX-81000000-ERX59989,OUTPATIENT,RANOLAZINE 12HR-ER 500MG TB12,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.25 ,$11.10 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$8.85 ,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$8.85 ,$8.40 ,$13.20 
OP_RX-81000000-ERX60108,OUTPATIENT,POTASSIUM PHOSPHATES/SODIUM PHOSPHATES 250MG PACK,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.50 ,$1.48 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.18 ,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.18 ,$1.12 ,$1.76 
OP_RX-81000000-ERX60690,OUTPATIENT,SODIUM HYPOCHLORITE 0.125% SOLN 473 ML BOTTLE,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.50 ,$1.48 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.18 ,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.18 ,$1.12 ,$1.76 
OP_RX-81000000-ERX60748,OUTPATIENT,GUAIFENESIN 100MG/5ML SOLN,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.50 ,$1.48 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.18 ,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.18 ,$1.12 ,$1.76 
OP_RX-81000000-ERX61455,OUTPATIENT,HYPROMELLOSE 2.5% SOLN 15 ML BOTTLE,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.50 ,$1.48 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.18 ,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.18 ,$1.12 ,$1.76 
OP_RX-81000000-ERX61574,OUTPATIENT,"CHOLECALCIFEROL 1,000 UNITS TABS",,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.50 ,$1.48 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.18 ,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.18 ,$1.12 ,$1.76 
OP_RX-81000000-ERX61920,OUTPATIENT,POTASSIUM CHLORIDE 10% SOLN,,,250,$1.00 ,$0.80 ,$0.82 ,$0.76 ,$0.75 ,,$0.82 ,$0.75 ,$0.74 ,$0.56 ,,$0.82 ,$0.76 ,$0.75 ,$0.59 ,,$0.82 ,$0.76 ,$0.75 ,$0.82 ,$0.75 ,$0.74 ,,$0.86 ,,$0.88 ,,,$0.63 ,$0.82 ,$0.78 ,$0.74 ,,$0.76 ,$0.59 ,$0.56 ,$0.88 
OP_RX-81000000-ERX6478,OUTPATIENT,TORSEMIDE 20MG TABS,,,250,$5.00 ,$4.00 ,$4.10 ,$3.80 ,$3.75 ,,$4.10 ,$3.75 ,$3.70 ,$2.80 ,,$4.10 ,$3.80 ,$3.75 ,$2.95 ,,$4.10 ,$3.80 ,$3.75 ,$4.10 ,$3.75 ,$3.70 ,,$4.30 ,,$4.40 ,,,$3.15 ,$4.10 ,$3.90 ,$3.70 ,,$3.80 ,$2.95 ,$2.80 ,$4.40 
OP_RX-81000000-ERX6506,OUTPATIENT,DIAZEPAM 2MG TABS,,,250,$40.00 ,$32.00 ,$32.80 ,$30.40 ,$30.00 ,,$32.80 ,$30.00 ,$29.60 ,$22.40 ,,$32.80 ,$30.40 ,$30.00 ,$23.60 ,,$32.80 ,$30.40 ,$30.00 ,$32.80 ,$30.00 ,$29.60 ,,$34.40 ,,$35.20 ,,,$25.20 ,$32.80 ,$31.20 ,$29.60 ,,$30.40 ,$23.60 ,$22.40 ,$35.20 
OP_RX-81000000-ERX6507,OUTPATIENT,DIAZEPAM 5MG TABS,,,250,$40.00 ,$32.00 ,$32.80 ,$30.40 ,$30.00 ,,$32.80 ,$30.00 ,$29.60 ,$22.40 ,,$32.80 ,$30.40 ,$30.00 ,$23.60 ,,$32.80 ,$30.40 ,$30.00 ,$32.80 ,$30.00 ,$29.60 ,,$34.40 ,,$35.20 ,,,$25.20 ,$32.80 ,$31.20 ,$29.60 ,,$30.40 ,$23.60 ,$22.40 ,$35.20 
OP_RX-81000000-ERX6538,OUTPATIENT,GABAPENTIN 400MG CAPS,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.25 ,$11.10 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$8.85 ,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$8.85 ,$8.40 ,$13.20 
OP_RX-81000000-ERX6541,OUTPATIENT,DICLOXACILLIN 250MG CAPS,,,250,$7.58 ,$6.06 ,$6.22 ,$5.76 ,$5.69 ,,$6.22 ,$5.69 ,$5.61 ,$4.24 ,,$6.22 ,$5.76 ,$5.69 ,$4.47 ,,$6.22 ,$5.76 ,$5.69 ,$6.22 ,$5.69 ,$5.61 ,,$6.52 ,,$6.67 ,,,$4.78 ,$6.22 ,$5.91 ,$5.61 ,,$5.76 ,$4.47 ,$4.24 ,$6.67 
OP_RX-81000000-ERX6544,OUTPATIENT,GABAPENTIN 300MG CAPS,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.25 ,$11.10 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$8.85 ,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$8.85 ,$8.40 ,$13.20 
OP_RX-81000000-ERX6545,OUTPATIENT,GABAPENTIN 100MG CAPS,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.25 ,$11.10 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$8.85 ,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$8.85 ,$8.40 ,$13.20 
OP_RX-81000000-ERX6552,OUTPATIENT,DICYCLOMINE 20MG TABS,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.25 ,$11.10 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$8.85 ,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$8.85 ,$8.40 ,$13.20 
OP_RX-81000000-ERX6562,OUTPATIENT,RISPERIDONE 1MG TABS,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.25 ,$11.10 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$8.85 ,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$8.85 ,$8.40 ,$13.20 
OP_RX-81000000-ERX6619,OUTPATIENT,DIGOXIN 0.125MG TABS,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.25 ,$11.10 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$8.85 ,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$8.85 ,$8.40 ,$13.20 
OP_RX-81000000-ERX6620,OUTPATIENT,DIGOXIN 0.25MG TABS,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.25 ,$11.10 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$8.85 ,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$8.85 ,$8.40 ,$13.20 
OP_RX-81000000-ERX6671,OUTPATIENT,DILTIAZEM 30MG TABS,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.25 ,$11.10 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$8.85 ,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$8.85 ,$8.40 ,$13.20 
OP_RX-81000000-ERX6779,OUTPATIENT,DIPHENHYDRAMINE 25MG CAPS,Z7610,0904-5306-61,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.50 ,$1.48 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.18 ,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.18 ,$1.12 ,$1.76 
OP_RX-81000000-ERX6780,OUTPATIENT,DIPHENHYDRAMINE 50MG CAPS,Z7610,0904-2056-61,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.50 ,$1.48 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.18 ,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.18 ,$1.12 ,$1.76 
OP_RX-81000000-ERX6787,OUTPATIENT,DIPHENOXYLATE/ATROPINE 2.5MG/0.025MG TABS,,,250,$40.00 ,$32.00 ,$32.80 ,$30.40 ,$30.00 ,,$32.80 ,$30.00 ,$29.60 ,$22.40 ,,$32.80 ,$30.40 ,$30.00 ,$23.60 ,,$32.80 ,$30.40 ,$30.00 ,$32.80 ,$30.00 ,$29.60 ,,$34.40 ,,$35.20 ,,,$25.20 ,$32.80 ,$31.20 ,$29.60 ,,$30.40 ,$23.60 ,$22.40 ,$35.20 
OP_RX-81000000-ERX6801,OUTPATIENT,BUPROPION 12HR-SR 100MG TB12,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.25 ,$11.10 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$8.85 ,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$8.85 ,$8.40 ,$13.20 
OP_RX-81000000-ERX6802,OUTPATIENT,BUPROPION 12HR-SR 150MG TB12,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.25 ,$11.10 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$8.85 ,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$8.85 ,$8.40 ,$13.20 
