Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem CalPERS EPO,Anthem HMO/PPO,Anthem Individual,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Partnership Health Plan,Stanford Advantage Medicare Adv_ HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
MSDRG-462,INPATIENT,All Inpatient Services for MS-DRG 462,,,,,,,,,"$27,784.04 ",,,,,,"$27,784.04 ",,,,,"$27,784.04 ",,,,,,,"$27,784.04 ",,"$27,784.04 ",,,"$27,784.04 ",,,,"$27,784.04 ",,,"$27,784.04 ","$27,784.04 "
MSDRG-463,INPATIENT,All Inpatient Services for MS-DRG 463,,,,,,,,,"$47,497.50 ",,,,,,"$47,497.50 ",,,,,"$47,497.50 ",,,,,,,"$47,497.50 ",,"$47,497.50 ",,,"$47,497.50 ",,,,"$47,497.50 ",,,"$47,497.50 ","$47,497.50 "
MSDRG-464,INPATIENT,All Inpatient Services for MS-DRG 464,,,,,,,,,"$26,320.28 ",,,,,,"$26,320.28 ",,,,,"$26,320.28 ",,,,,,,"$26,320.28 ",,"$26,320.28 ",,,"$26,320.28 ",,,,"$26,320.28 ",,,"$26,320.28 ","$26,320.28 "
MSDRG-465,INPATIENT,All Inpatient Services for MS-DRG 465,,,,,,,,,"$16,310.10 ",,,,,,"$16,310.10 ",,,,,"$16,310.10 ",,,,,,,"$16,310.10 ",,"$16,310.10 ",,,"$16,310.10 ",,,,"$16,310.10 ",,,"$16,310.10 ","$16,310.10 "
MSDRG-466,INPATIENT,All Inpatient Services for MS-DRG 466,,,,,,,,,"$47,279.92 ",,,,,,"$47,279.92 ",,,,,"$47,279.92 ",,,,,,,"$47,279.92 ",,"$47,279.92 ",,,"$47,279.92 ",,,,"$47,279.92 ",,,"$47,279.92 ","$47,279.92 "
MSDRG-467,INPATIENT,All Inpatient Services for MS-DRG 467,,,,,,,,,"$31,641.12 ",,,,,,"$31,641.12 ",,,,,"$31,641.12 ",,,,,,,"$31,641.12 ",,"$31,641.12 ",,,"$31,641.12 ",,,,"$31,641.12 ",,,"$31,641.12 ","$31,641.12 "
MSDRG-468,INPATIENT,All Inpatient Services for MS-DRG 468,,,,,,,,,"$24,785.76 ",,,,,,"$24,785.76 ",,,,,"$24,785.76 ",,,,,,,"$24,785.76 ",,"$24,785.76 ",,,"$24,785.76 ",,,,"$24,785.76 ",,,"$24,785.76 ","$24,785.76 "
MSDRG-469,INPATIENT,All Inpatient Services for MS-DRG 469,,,,,,,,,"$27,293.17 ",,,,,,"$27,293.17 ",,,,,"$27,293.17 ",,,,,,,"$27,293.17 ",,"$27,293.17 ",,,"$27,293.17 ",,,,"$27,293.17 ",,,"$27,293.17 ","$27,293.17 "
MSDRG-470,INPATIENT,All Inpatient Services for MS-DRG 470,,,,,,,,,"$16,807.16 ",,,,,,"$16,807.16 ",,,,,"$16,807.16 ",,,,,,,"$16,807.16 ",,"$16,807.16 ",,,"$16,807.16 ",,,,"$16,807.16 ",,,"$16,807.16 ","$16,807.16 "
MSDRG-471,INPATIENT,All Inpatient Services for MS-DRG 471,,,,,,,,,"$44,396.63 ",,,,,,"$44,396.63 ",,,,,"$44,396.63 ",,,,,,,"$44,396.63 ",,"$44,396.63 ",,,"$44,396.63 ",,,,"$44,396.63 ",,,"$44,396.63 ","$44,396.63 "
MSDRG-472,INPATIENT,All Inpatient Services for MS-DRG 472,,,,,,,,,"$27,008.38 ",,,,,,"$27,008.38 ",,,,,"$27,008.38 ",,,,,,,"$27,008.38 ",,"$27,008.38 ",,,"$27,008.38 ",,,,"$27,008.38 ",,,"$27,008.38 ","$27,008.38 "
MSDRG-473,INPATIENT,All Inpatient Services for MS-DRG 473,,,,,,,,,"$22,456.13 ",,,,,,"$22,456.13 ",,,,,"$22,456.13 ",,,,,,,"$22,456.13 ",,"$22,456.13 ",,,"$22,456.13 ",,,,"$22,456.13 ",,,"$22,456.13 ","$22,456.13 "
MSDRG-474,INPATIENT,All Inpatient Services for MS-DRG 474,,,,,,,,,"$36,050.98 ",,,,,,"$36,050.98 ",,,,,"$36,050.98 ",,,,,,,"$36,050.98 ",,"$36,050.98 ",,,"$36,050.98 ",,,,"$36,050.98 ",,,"$36,050.98 ","$36,050.98 "
MSDRG-475,INPATIENT,All Inpatient Services for MS-DRG 475,,,,,,,,,"$19,425.13 ",,,,,,"$19,425.13 ",,,,,"$19,425.13 ",,,,,,,"$19,425.13 ",,"$19,425.13 ",,,"$19,425.13 ",,,,"$19,425.13 ",,,"$19,425.13 ","$19,425.13 "
MSDRG-476,INPATIENT,All Inpatient Services for MS-DRG 476,,,,,,,,,"$10,262.25 ",,,,,,"$10,262.25 ",,,,,"$10,262.25 ",,,,,,,"$10,262.25 ",,"$10,262.25 ",,,"$10,262.25 ",,,,"$10,262.25 ",,,"$10,262.25 ","$10,262.25 "
MSDRG-477,INPATIENT,All Inpatient Services for MS-DRG 477,,,,,,,,,"$29,707.72 ",,,,,,"$29,707.72 ",,,,,"$29,707.72 ",,,,,,,"$29,707.72 ",,"$29,707.72 ",,,"$29,707.72 ",,,,"$29,707.72 ",,,"$29,707.72 ","$29,707.72 "
MSDRG-478,INPATIENT,All Inpatient Services for MS-DRG 478,,,,,,,,,"$20,858.82 ",,,,,,"$20,858.82 ",,,,,"$20,858.82 ",,,,,,,"$20,858.82 ",,"$20,858.82 ",,,"$20,858.82 ",,,,"$20,858.82 ",,,"$20,858.82 ","$20,858.82 "
MSDRG-479,INPATIENT,All Inpatient Services for MS-DRG 479,,,,,,,,,"$16,004.08 ",,,,,,"$16,004.08 ",,,,,"$16,004.08 ",,,,,,,"$16,004.08 ",,"$16,004.08 ",,,"$16,004.08 ",,,,"$16,004.08 ",,,"$16,004.08 ","$16,004.08 "
MSDRG-480,INPATIENT,All Inpatient Services for MS-DRG 480,,,,,,,,,"$26,761.62 ",,,,,,"$26,761.62 ",,,,,"$26,761.62 ",,,,,,,"$26,761.62 ",,"$26,761.62 ",,,"$26,761.62 ",,,,"$26,761.62 ",,,"$26,761.62 ","$26,761.62 "
MSDRG-481,INPATIENT,All Inpatient Services for MS-DRG 481,,,,,,,,,"$18,538.91 ",,,,,,"$18,538.91 ",,,,,"$18,538.91 ",,,,,,,"$18,538.91 ",,"$18,538.91 ",,,"$18,538.91 ",,,,"$18,538.91 ",,,"$18,538.91 ","$18,538.91 "
MSDRG-482,INPATIENT,All Inpatient Services for MS-DRG 482,,,,,,,,,"$14,556.24 ",,,,,,"$14,556.24 ",,,,,"$14,556.24 ",,,,,,,"$14,556.24 ",,"$14,556.24 ",,,"$14,556.24 ",,,,"$14,556.24 ",,,"$14,556.24 ","$14,556.24 "
MSDRG-483,INPATIENT,All Inpatient Services for MS-DRG 483,,,,,,,,,"$21,100.27 ",,,,,,"$21,100.27 ",,,,,"$21,100.27 ",,,,,,,"$21,100.27 ",,"$21,100.27 ",,,"$21,100.27 ",,,,"$21,100.27 ",,,"$21,100.27 ","$21,100.27 "
MSDRG-485,INPATIENT,All Inpatient Services for MS-DRG 485,,,,,,,,,"$30,156.13 ",,,,,,"$30,156.13 ",,,,,"$30,156.13 ",,,,,,,"$30,156.13 ",,"$30,156.13 ",,,"$30,156.13 ",,,,"$30,156.13 ",,,"$30,156.13 ","$30,156.13 "
MSDRG-486,INPATIENT,All Inpatient Services for MS-DRG 486,,,,,,,,,"$19,010.32 ",,,,,,"$19,010.32 ",,,,,"$19,010.32 ",,,,,,,"$19,010.32 ",,"$19,010.32 ",,,"$19,010.32 ",,,,"$19,010.32 ",,,"$19,010.32 ","$19,010.32 "
MSDRG-487,INPATIENT,All Inpatient Services for MS-DRG 487,,,,,,,,,"$14,506.71 ",,,,,,"$14,506.71 ",,,,,"$14,506.71 ",,,,,,,"$14,506.71 ",,"$14,506.71 ",,,"$14,506.71 ",,,,"$14,506.71 ",,,"$14,506.71 ","$14,506.71 "
MSDRG-488,INPATIENT,All Inpatient Services for MS-DRG 488,,,,,,,,,"$17,474.03 ",,,,,,"$17,474.03 ",,,,,"$17,474.03 ",,,,,,,"$17,474.03 ",,"$17,474.03 ",,,"$17,474.03 ",,,,"$17,474.03 ",,,"$17,474.03 ","$17,474.03 "
MSDRG-489,INPATIENT,All Inpatient Services for MS-DRG 489,,,,,,,,,"$11,481.90 ",,,,,,"$11,481.90 ",,,,,"$11,481.90 ",,,,,,,"$11,481.90 ",,"$11,481.90 ",,,"$11,481.90 ",,,,"$11,481.90 ",,,"$11,481.90 ","$11,481.90 "
MSDRG-492,INPATIENT,All Inpatient Services for MS-DRG 492,,,,,,,,,"$30,690.34 ",,,,,,"$30,690.34 ",,,,,"$30,690.34 ",,,,,,,"$30,690.34 ",,"$30,690.34 ",,,"$30,690.34 ",,,,"$30,690.34 ",,,"$30,690.34 ","$30,690.34 "
MSDRG-493,INPATIENT,All Inpatient Services for MS-DRG 493,,,,,,,,,"$20,570.49 ",,,,,,"$20,570.49 ",,,,,"$20,570.49 ",,,,,,,"$20,570.49 ",,"$20,570.49 ",,,"$20,570.49 ",,,,"$20,570.49 ",,,"$20,570.49 ","$20,570.49 "
MSDRG-494,INPATIENT,All Inpatient Services for MS-DRG 494,,,,,,,,,"$16,377.32 ",,,,,,"$16,377.32 ",,,,,"$16,377.32 ",,,,,,,"$16,377.32 ",,"$16,377.32 ",,,"$16,377.32 ",,,,"$16,377.32 ",,,"$16,377.32 ","$16,377.32 "
MSDRG-495,INPATIENT,All Inpatient Services for MS-DRG 495,,,,,,,,,"$32,210.70 ",,,,,,"$32,210.70 ",,,,,"$32,210.70 ",,,,,,,"$32,210.70 ",,"$32,210.70 ",,,"$32,210.70 ",,,,"$32,210.70 ",,,"$32,210.70 ","$32,210.70 "
MSDRG-496,INPATIENT,All Inpatient Services for MS-DRG 496,,,,,,,,,"$17,568.67 ",,,,,,"$17,568.67 ",,,,,"$17,568.67 ",,,,,,,"$17,568.67 ",,"$17,568.67 ",,,"$17,568.67 ",,,,"$17,568.67 ",,,"$17,568.67 ","$17,568.67 "
MSDRG-497,INPATIENT,All Inpatient Services for MS-DRG 497,,,,,,,,,"$12,837.76 ",,,,,,"$12,837.76 ",,,,,"$12,837.76 ",,,,,,,"$12,837.76 ",,"$12,837.76 ",,,"$12,837.76 ",,,,"$12,837.76 ",,,"$12,837.76 ","$12,837.76 "
MSDRG-498,INPATIENT,All Inpatient Services for MS-DRG 498,,,,,,,,,"$22,851.48 ",,,,,,"$22,851.48 ",,,,,"$22,851.48 ",,,,,,,"$22,851.48 ",,"$22,851.48 ",,,"$22,851.48 ",,,,"$22,851.48 ",,,"$22,851.48 ","$22,851.48 "
MSDRG-499,INPATIENT,All Inpatient Services for MS-DRG 499,,,,,,,,,"$10,604.53 ",,,,,,"$10,604.53 ",,,,,"$10,604.53 ",,,,,,,"$10,604.53 ",,"$10,604.53 ",,,"$10,604.53 ",,,,"$10,604.53 ",,,"$10,604.53 ","$10,604.53 "
MSDRG-500,INPATIENT,All Inpatient Services for MS-DRG 500,,,,,,,,,"$28,209.46 ",,,,,,"$28,209.46 ",,,,,"$28,209.46 ",,,,,,,"$28,209.46 ",,"$28,209.46 ",,,"$28,209.46 ",,,,"$28,209.46 ",,,"$28,209.46 ","$28,209.46 "
MSDRG-501,INPATIENT,All Inpatient Services for MS-DRG 501,,,,,,,,,"$15,514.10 ",,,,,,"$15,514.10 ",,,,,"$15,514.10 ",,,,,,,"$15,514.10 ",,"$15,514.10 ",,,"$15,514.10 ",,,,"$15,514.10 ",,,"$15,514.10 ","$15,514.10 "
MSDRG-502,INPATIENT,All Inpatient Services for MS-DRG 502,,,,,,,,,"$11,787.92 ",,,,,,"$11,787.92 ",,,,,"$11,787.92 ",,,,,,,"$11,787.92 ",,"$11,787.92 ",,,"$11,787.92 ",,,,"$11,787.92 ",,,"$11,787.92 ","$11,787.92 "
MSDRG-503,INPATIENT,All Inpatient Services for MS-DRG 503,,,,,,,,,"$23,354.73 ",,,,,,"$23,354.73 ",,,,,"$23,354.73 ",,,,,,,"$23,354.73 ",,"$23,354.73 ",,,"$23,354.73 ",,,,"$23,354.73 ",,,"$23,354.73 ","$23,354.73 "
MSDRG-504,INPATIENT,All Inpatient Services for MS-DRG 504,,,,,,,,,"$15,698.95 ",,,,,,"$15,698.95 ",,,,,"$15,698.95 ",,,,,,,"$15,698.95 ",,"$15,698.95 ",,,"$15,698.95 ",,,,"$15,698.95 ",,,"$15,698.95 ","$15,698.95 "
MSDRG-505,INPATIENT,All Inpatient Services for MS-DRG 505,,,,,,,,,"$15,698.95 ",,,,,,"$15,698.95 ",,,,,"$15,698.95 ",,,,,,,"$15,698.95 ",,"$15,698.95 ",,,"$15,698.95 ",,,,"$15,698.95 ",,,"$15,698.95 ","$15,698.95 "
MSDRG-506,INPATIENT,All Inpatient Services for MS-DRG 506,,,,,,,,,"$13,121.67 ",,,,,,"$13,121.67 ",,,,,"$13,121.67 ",,,,,,,"$13,121.67 ",,"$13,121.67 ",,,"$13,121.67 ",,,,"$13,121.67 ",,,"$13,121.67 ","$13,121.67 "
MSDRG-507,INPATIENT,All Inpatient Services for MS-DRG 507,,,,,,,,,"$18,227.58 ",,,,,,"$18,227.58 ",,,,,"$18,227.58 ",,,,,,,"$18,227.58 ",,"$18,227.58 ",,,"$18,227.58 ",,,,"$18,227.58 ",,,"$18,227.58 ","$18,227.58 "
MSDRG-508,INPATIENT,All Inpatient Services for MS-DRG 508,,,,,,,,,"$12,468.06 ",,,,,,"$12,468.06 ",,,,,"$12,468.06 ",,,,,,,"$12,468.06 ",,"$12,468.06 ",,,"$12,468.06 ",,,,"$12,468.06 ",,,"$12,468.06 ","$12,468.06 "
MSDRG-509,INPATIENT,All Inpatient Services for MS-DRG 509,,,,,,,,,"$14,916.21 ",,,,,,"$14,916.21 ",,,,,"$14,916.21 ",,,,,,,"$14,916.21 ",,"$14,916.21 ",,,"$14,916.21 ",,,,"$14,916.21 ",,,"$14,916.21 ","$14,916.21 "
MSDRG-510,INPATIENT,All Inpatient Services for MS-DRG 510,,,,,,,,,"$24,266.59 ",,,,,,"$24,266.59 ",,,,,"$24,266.59 ",,,,,,,"$24,266.59 ",,"$24,266.59 ",,,"$24,266.59 ",,,,"$24,266.59 ",,,"$24,266.59 ","$24,266.59 "
MSDRG-511,INPATIENT,All Inpatient Services for MS-DRG 511,,,,,,,,,"$17,400.63 ",,,,,,"$17,400.63 ",,,,,"$17,400.63 ",,,,,,,"$17,400.63 ",,"$17,400.63 ",,,"$17,400.63 ",,,,"$17,400.63 ",,,"$17,400.63 ","$17,400.63 "
MSDRG-512,INPATIENT,All Inpatient Services for MS-DRG 512,,,,,,,,,"$13,748.74 ",,,,,,"$13,748.74 ",,,,,"$13,748.74 ",,,,,,,"$13,748.74 ",,"$13,748.74 ",,,"$13,748.74 ",,,,"$13,748.74 ",,,"$13,748.74 ","$13,748.74 "
MSDRG-513,INPATIENT,All Inpatient Services for MS-DRG 513,,,,,,,,,"$13,903.52 ",,,,,,"$13,903.52 ",,,,,"$13,903.52 ",,,,,,,"$13,903.52 ",,"$13,903.52 ",,,"$13,903.52 ",,,,"$13,903.52 ",,,"$13,903.52 ","$13,903.52 "
MSDRG-514,INPATIENT,All Inpatient Services for MS-DRG 514,,,,,,,,,"$8,836.52 ",,,,,,"$8,836.52 ",,,,,"$8,836.52 ",,,,,,,"$8,836.52 ",,"$8,836.52 ",,,"$8,836.52 ",,,,"$8,836.52 ",,,"$8,836.52 ","$8,836.52 "
MSDRG-515,INPATIENT,All Inpatient Services for MS-DRG 515,,,,,,,,,"$27,776.97 ",,,,,,"$27,776.97 ",,,,,"$27,776.97 ",,,,,,,"$27,776.97 ",,"$27,776.97 ",,,"$27,776.97 ",,,,"$27,776.97 ",,,"$27,776.97 ","$27,776.97 "
MSDRG-516,INPATIENT,All Inpatient Services for MS-DRG 516,,,,,,,,,"$17,359.94 ",,,,,,"$17,359.94 ",,,,,"$17,359.94 ",,,,,,,"$17,359.94 ",,"$17,359.94 ",,,"$17,359.94 ",,,,"$17,359.94 ",,,"$17,359.94 ","$17,359.94 "
MSDRG-517,INPATIENT,All Inpatient Services for MS-DRG 517,,,,,,,,,"$12,366.35 ",,,,,,"$12,366.35 ",,,,,"$12,366.35 ",,,,,,,"$12,366.35 ",,"$12,366.35 ",,,"$12,366.35 ",,,,"$12,366.35 ",,,"$12,366.35 ","$12,366.35 "
MSDRG-518,INPATIENT,All Inpatient Services for MS-DRG 518,,,,,,,,,"$31,724.26 ",,,,,,"$31,724.26 ",,,,,"$31,724.26 ",,,,,,,"$31,724.26 ",,"$31,724.26 ",,,"$31,724.26 ",,,,"$31,724.26 ",,,"$31,724.26 ","$31,724.26 "
MSDRG-519,INPATIENT,All Inpatient Services for MS-DRG 519,,,,,,,,,"$17,335.18 ",,,,,,"$17,335.18 ",,,,,"$17,335.18 ",,,,,,,"$17,335.18 ",,"$17,335.18 ",,,"$17,335.18 ",,,,"$17,335.18 ",,,"$17,335.18 ","$17,335.18 "
MSDRG-520,INPATIENT,All Inpatient Services for MS-DRG 520,,,,,,,,,"$12,544.12 ",,,,,,"$12,544.12 ",,,,,"$12,544.12 ",,,,,,,"$12,544.12 ",,"$12,544.12 ",,,"$12,544.12 ",,,,"$12,544.12 ",,,"$12,544.12 ","$12,544.12 "
MSDRG-521,INPATIENT,All Inpatient Services for MS-DRG 521,,,,,,,,,"$27,118.94 ",,,,,,"$27,118.94 ",,,,,"$27,118.94 ",,,,,,,"$27,118.94 ",,"$27,118.94 ",,,"$27,118.94 ",,,,"$27,118.94 ",,,"$27,118.94 ","$27,118.94 "
MSDRG-522,INPATIENT,All Inpatient Services for MS-DRG 522,,,,,,,,,"$19,364.10 ",,,,,,"$19,364.10 ",,,,,"$19,364.10 ",,,,,,,"$19,364.10 ",,"$19,364.10 ",,,"$19,364.10 ",,,,"$19,364.10 ",,,"$19,364.10 ","$19,364.10 "
MSDRG-533,INPATIENT,All Inpatient Services for MS-DRG 533,,,,,,,,,"$12,525.55 ",,,,,,"$12,525.55 ",,,,,"$12,525.55 ",,,,,,,"$12,525.55 ",,"$12,525.55 ",,,"$12,525.55 ",,,,"$12,525.55 ",,,"$12,525.55 ","$12,525.55 "
MSDRG-534,INPATIENT,All Inpatient Services for MS-DRG 534,,,,,,,,,"$6,988.91 ",,,,,,"$6,988.91 ",,,,,"$6,988.91 ",,,,,,,"$6,988.91 ",,"$6,988.91 ",,,"$6,988.91 ",,,,"$6,988.91 ",,,"$6,988.91 ","$6,988.91 "
MSDRG-535,INPATIENT,All Inpatient Services for MS-DRG 535,,,,,,,,,"$10,903.47 ",,,,,,"$10,903.47 ",,,,,"$10,903.47 ",,,,,,,"$10,903.47 ",,"$10,903.47 ",,,"$10,903.47 ",,,,"$10,903.47 ",,,"$10,903.47 ","$10,903.47 "
MSDRG-536,INPATIENT,All Inpatient Services for MS-DRG 536,,,,,,,,,"$6,825.28 ",,,,,,"$6,825.28 ",,,,,"$6,825.28 ",,,,,,,"$6,825.28 ",,"$6,825.28 ",,,"$6,825.28 ",,,,"$6,825.28 ",,,"$6,825.28 ","$6,825.28 "
MSDRG-537,INPATIENT,All Inpatient Services for MS-DRG 537,,,,,,,,,"$8,273.12 ",,,,,,"$8,273.12 ",,,,,"$8,273.12 ",,,,,,,"$8,273.12 ",,"$8,273.12 ",,,"$8,273.12 ",,,,"$8,273.12 ",,,"$8,273.12 ","$8,273.12 "
MSDRG-538,INPATIENT,All Inpatient Services for MS-DRG 538,,,,,,,,,"$6,396.33 ",,,,,,"$6,396.33 ",,,,,"$6,396.33 ",,,,,,,"$6,396.33 ",,"$6,396.33 ",,,"$6,396.33 ",,,,"$6,396.33 ",,,"$6,396.33 ","$6,396.33 "
MSDRG-539,INPATIENT,All Inpatient Services for MS-DRG 539,,,,,,,,,"$17,226.39 ",,,,,,"$17,226.39 ",,,,,"$17,226.39 ",,,,,,,"$17,226.39 ",,"$17,226.39 ",,,"$17,226.39 ",,,,"$17,226.39 ",,,"$17,226.39 ","$17,226.39 "
MSDRG-540,INPATIENT,All Inpatient Services for MS-DRG 540,,,,,,,,,"$11,511.97 ",,,,,,"$11,511.97 ",,,,,"$11,511.97 ",,,,,,,"$11,511.97 ",,"$11,511.97 ",,,"$11,511.97 ",,,,"$11,511.97 ",,,"$11,511.97 ","$11,511.97 "
MSDRG-541,INPATIENT,All Inpatient Services for MS-DRG 541,,,,,,,,,"$7,457.66 ",,,,,,"$7,457.66 ",,,,,"$7,457.66 ",,,,,,,"$7,457.66 ",,"$7,457.66 ",,,"$7,457.66 ",,,,"$7,457.66 ",,,"$7,457.66 ","$7,457.66 "
MSDRG-542,INPATIENT,All Inpatient Services for MS-DRG 542,,,,,,,,,"$16,001.43 ",,,,,,"$16,001.43 ",,,,,"$16,001.43 ",,,,,,,"$16,001.43 ",,"$16,001.43 ",,,"$16,001.43 ",,,,"$16,001.43 ",,,"$16,001.43 ","$16,001.43 "
MSDRG-543,INPATIENT,All Inpatient Services for MS-DRG 543,,,,,,,,,"$9,244.25 ",,,,,,"$9,244.25 ",,,,,"$9,244.25 ",,,,,,,"$9,244.25 ",,"$9,244.25 ",,,"$9,244.25 ",,,,"$9,244.25 ",,,"$9,244.25 ","$9,244.25 "
MSDRG-544,INPATIENT,All Inpatient Services for MS-DRG 544,,,,,,,,,"$6,878.35 ",,,,,,"$6,878.35 ",,,,,"$6,878.35 ",,,,,,,"$6,878.35 ",,"$6,878.35 ",,,"$6,878.35 ",,,,"$6,878.35 ",,,"$6,878.35 ","$6,878.35 "
MSDRG-545,INPATIENT,All Inpatient Services for MS-DRG 545,,,,,,,,,"$22,138.61 ",,,,,,"$22,138.61 ",,,,,"$22,138.61 ",,,,,,,"$22,138.61 ",,"$22,138.61 ",,,"$22,138.61 ",,,,"$22,138.61 ",,,"$22,138.61 ","$22,138.61 "
MSDRG-546,INPATIENT,All Inpatient Services for MS-DRG 546,,,,,,,,,"$10,684.13 ",,,,,,"$10,684.13 ",,,,,"$10,684.13 ",,,,,,,"$10,684.13 ",,"$10,684.13 ",,,"$10,684.13 ",,,,"$10,684.13 ",,,"$10,684.13 ","$10,684.13 "
MSDRG-547,INPATIENT,All Inpatient Services for MS-DRG 547,,,,,,,,,"$7,372.76 ",,,,,,"$7,372.76 ",,,,,"$7,372.76 ",,,,,,,"$7,372.76 ",,"$7,372.76 ",,,"$7,372.76 ",,,,"$7,372.76 ",,,"$7,372.76 ","$7,372.76 "
MSDRG-548,INPATIENT,All Inpatient Services for MS-DRG 548,,,,,,,,,"$18,138.26 ",,,,,,"$18,138.26 ",,,,,"$18,138.26 ",,,,,,,"$18,138.26 ",,"$18,138.26 ",,,"$18,138.26 ",,,,"$18,138.26 ",,,"$18,138.26 ","$18,138.26 "
MSDRG-549,INPATIENT,All Inpatient Services for MS-DRG 549,,,,,,,,,"$11,054.71 ",,,,,,"$11,054.71 ",,,,,"$11,054.71 ",,,,,,,"$11,054.71 ",,"$11,054.71 ",,,"$11,054.71 ",,,,"$11,054.71 ",,,"$11,054.71 ","$11,054.71 "
MSDRG-550,INPATIENT,All Inpatient Services for MS-DRG 550,,,,,,,,,"$7,773.41 ",,,,,,"$7,773.41 ",,,,,"$7,773.41 ",,,,,,,"$7,773.41 ",,"$7,773.41 ",,,"$7,773.41 ",,,,"$7,773.41 ",,,"$7,773.41 ","$7,773.41 "
MSDRG-551,INPATIENT,All Inpatient Services for MS-DRG 551,,,,,,,,,"$14,393.50 ",,,,,,"$14,393.50 ",,,,,"$14,393.50 ",,,,,,,"$14,393.50 ",,"$14,393.50 ",,,"$14,393.50 ",,,,"$14,393.50 ",,,"$14,393.50 ","$14,393.50 "
MSDRG-552,INPATIENT,All Inpatient Services for MS-DRG 552,,,,,,,,,"$8,343.88 ",,,,,,"$8,343.88 ",,,,,"$8,343.88 ",,,,,,,"$8,343.88 ",,"$8,343.88 ",,,"$8,343.88 ",,,,"$8,343.88 ",,,"$8,343.88 ","$8,343.88 "
MSDRG-553,INPATIENT,All Inpatient Services for MS-DRG 553,,,,,,,,,"$11,245.75 ",,,,,,"$11,245.75 ",,,,,"$11,245.75 ",,,,,,,"$11,245.75 ",,"$11,245.75 ",,,"$11,245.75 ",,,,"$11,245.75 ",,,"$11,245.75 ","$11,245.75 "
MSDRG-554,INPATIENT,All Inpatient Services for MS-DRG 554,,,,,,,,,"$7,009.25 ",,,,,,"$7,009.25 ",,,,,"$7,009.25 ",,,,,,,"$7,009.25 ",,"$7,009.25 ",,,"$7,009.25 ",,,,"$7,009.25 ",,,"$7,009.25 ","$7,009.25 "
MSDRG-555,INPATIENT,All Inpatient Services for MS-DRG 555,,,,,,,,,"$12,103.67 ",,,,,,"$12,103.67 ",,,,,"$12,103.67 ",,,,,,,"$12,103.67 ",,"$12,103.67 ",,,"$12,103.67 ",,,,"$12,103.67 ",,,"$12,103.67 ","$12,103.67 "
MSDRG-556,INPATIENT,All Inpatient Services for MS-DRG 556,,,,,,,,,"$7,152.53 ",,,,,,"$7,152.53 ",,,,,"$7,152.53 ",,,,,,,"$7,152.53 ",,"$7,152.53 ",,,"$7,152.53 ",,,,"$7,152.53 ",,,"$7,152.53 ","$7,152.53 "
MSDRG-557,INPATIENT,All Inpatient Services for MS-DRG 557,,,,,,,,,"$12,374.31 ",,,,,,"$12,374.31 ",,,,,"$12,374.31 ",,,,,,,"$12,374.31 ",,"$12,374.31 ",,,"$12,374.31 ",,,,"$12,374.31 ",,,"$12,374.31 ","$12,374.31 "
MSDRG-558,INPATIENT,All Inpatient Services for MS-DRG 558,,,,,,,,,"$7,618.63 ",,,,,,"$7,618.63 ",,,,,"$7,618.63 ",,,,,,,"$7,618.63 ",,"$7,618.63 ",,,"$7,618.63 ",,,,"$7,618.63 ",,,"$7,618.63 ","$7,618.63 "
MSDRG-559,INPATIENT,All Inpatient Services for MS-DRG 559,,,,,,,,,"$16,497.60 ",,,,,,"$16,497.60 ",,,,,"$16,497.60 ",,,,,,,"$16,497.60 ",,"$16,497.60 ",,,"$16,497.60 ",,,,"$16,497.60 ",,,"$16,497.60 ","$16,497.60 "
MSDRG-560,INPATIENT,All Inpatient Services for MS-DRG 560,,,,,,,,,"$9,516.66 ",,,,,,"$9,516.66 ",,,,,"$9,516.66 ",,,,,,,"$9,516.66 ",,"$9,516.66 ",,,"$9,516.66 ",,,,"$9,516.66 ",,,"$9,516.66 ","$9,516.66 "
MSDRG-561,INPATIENT,All Inpatient Services for MS-DRG 561,,,,,,,,,"$7,008.36 ",,,,,,"$7,008.36 ",,,,,"$7,008.36 ",,,,,,,"$7,008.36 ",,"$7,008.36 ",,,"$7,008.36 ",,,,"$7,008.36 ",,,"$7,008.36 ","$7,008.36 "
