Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Central California Alliance for Health,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Stanford Advantage Medicare Adv_ HMO,Sutter Health Plus HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
OP_RX-81000000-ERX43940,OUTPATIENT,NIFEDIPINE 24HR-XL 30MG TB24,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.40 ,$11.25 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$9.00 ,,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$9.75 ,$8.40 ,$13.20 
OP_RX-81000000-ERX44046,OUTPATIENT,SPACER MISC 1 EACH BOX,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.52 ,$1.50 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.20 ,,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.30 ,$1.12 ,$1.76 
OP_RX-81000000-ERX44273,OUTPATIENT,MAGNESIUM HYDROXIDE 400MG/5ML SUSP,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.52 ,$1.50 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.20 ,,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.30 ,$1.12 ,$1.76 
OP_RX-81000000-ERX44408,OUTPATIENT,METFORMIN 24HR-XR 500MG TB24,,,250,$7.50 ,$6.00 ,$6.15 ,$5.70 ,$5.63 ,,$6.15 ,$5.70 ,$5.63 ,$4.20 ,,$6.15 ,$5.70 ,$5.63 ,$4.50 ,,,$6.15 ,$5.70 ,$5.63 ,$6.15 ,$5.63 ,$5.55 ,,$6.45 ,,$6.60 ,,$4.73 ,$6.15 ,$5.85 ,$5.55 ,,$5.70 ,$4.88 ,$4.20 ,$6.60 
OP_RX-81000000-ERX44880,OUTPATIENT,DILTIAZEM 24HR-ER COATED BEADS 120MG CP24,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.40 ,$11.25 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$9.00 ,,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$9.75 ,$8.40 ,$13.20 
OP_RX-81000000-ERX44882,OUTPATIENT,DILTIAZEM 24HR-ER COATED BEADS 180MG CP24,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.40 ,$11.25 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$9.00 ,,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$9.75 ,$8.40 ,$13.20 
OP_RX-81000000-ERX45008,OUTPATIENT,HYDROCODONE/ACETAMINOPHEN 5MG/325MG TABS,,,250,$40.00 ,$32.00 ,$32.80 ,$30.40 ,$30.00 ,,$32.80 ,$30.40 ,$30.00 ,$22.40 ,,$32.80 ,$30.40 ,$30.00 ,$24.00 ,,,$32.80 ,$30.40 ,$30.00 ,$32.80 ,$30.00 ,$29.60 ,,$34.40 ,,$35.20 ,,$25.20 ,$32.80 ,$31.20 ,$29.60 ,,$30.40 ,$26.00 ,$22.40 ,$35.20 
OP_RX-81000000-ERX45009,OUTPATIENT,HYDROCODONE/ACETAMINOPHEN 7.5MG/325MG TABS,,,250,$40.00 ,$32.00 ,$32.80 ,$30.40 ,$30.00 ,,$32.80 ,$30.40 ,$30.00 ,$22.40 ,,$32.80 ,$30.40 ,$30.00 ,$24.00 ,,,$32.80 ,$30.40 ,$30.00 ,$32.80 ,$30.00 ,$29.60 ,,$34.40 ,,$35.20 ,,$25.20 ,$32.80 ,$31.20 ,$29.60 ,,$30.40 ,$26.00 ,$22.40 ,$35.20 
OP_RX-81000000-ERX4525,OUTPATIENT,CHLORTHALIDONE 25MG TABS,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.40 ,$11.25 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$9.00 ,,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$9.75 ,$8.40 ,$13.20 
OP_RX-81000000-ERX45402,OUTPATIENT,METOPROLOL SUCCINATE ER 25MG TB24,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.40 ,$11.25 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$9.00 ,,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$9.75 ,$8.40 ,$13.20 
OP_RX-81000000-ERX4595,OUTPATIENT,ALBUTEROL 108 (90 BASE) MCG/ACT AERS 8 G INHALER,J7611,,250,$375.00 ,$300.00 ,$307.50 ,$285.00 ,$281.25 ,,$307.50 ,$285.00 ,$281.25 ,$210.00 ,,$307.50 ,$285.00 ,$281.25 ,$225.00 ,,$0.42 ,$307.50 ,$285.00 ,$281.25 ,$307.50 ,$281.25 ,$277.50 ,,$322.50 ,,$330.00 ,,$236.25 ,$307.50 ,$292.50 ,$1.00 ,,$1.00 ,$1.00 ,$0.42 ,$330.00 
OP_RX-81000000-ERX4727,OUTPATIENT,CLINDAMYCIN 150MG CAPS,,,250,$4.02 ,$3.22 ,$3.30 ,$3.06 ,$3.02 ,,$3.30 ,$3.06 ,$3.02 ,$2.25 ,,$3.30 ,$3.06 ,$3.02 ,$2.41 ,,,$3.30 ,$3.06 ,$3.02 ,$3.30 ,$3.02 ,$2.97 ,,$3.46 ,,$3.54 ,,$2.53 ,$3.30 ,$3.14 ,$2.97 ,,$3.06 ,$2.61 ,$2.25 ,$3.54 
OP_RX-81000000-ERX4756,OUTPATIENT,CLONIDINE 0.1MG TABS,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.40 ,$11.25 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$9.00 ,,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$9.75 ,$8.40 ,$13.20 
OP_RX-81000000-ERX47618,OUTPATIENT,OXYCODONE/ACETAMINOPHEN 10MG/325MG TABS,,,250,$40.00 ,$32.00 ,$32.80 ,$30.40 ,$30.00 ,,$32.80 ,$30.40 ,$30.00 ,$22.40 ,,$32.80 ,$30.40 ,$30.00 ,$24.00 ,,,$32.80 ,$30.40 ,$30.00 ,$32.80 ,$30.00 ,$29.60 ,,$34.40 ,,$35.20 ,,$25.20 ,$32.80 ,$31.20 ,$29.60 ,,$30.40 ,$26.00 ,$22.40 ,$35.20 
OP_RX-81000000-ERX4779,OUTPATIENT,CLOTRIMAZOLE 1% CREA 15 G TUBE,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.52 ,$1.50 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.20 ,,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.30 ,$1.12 ,$1.76 
OP_RX-81000000-ERX47794,OUTPATIENT,POLYETHYLENE GLYCOL 17 G PACK,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.52 ,$1.50 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.20 ,,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.30 ,$1.12 ,$1.76 
OP_RX-81000000-ERX49297,OUTPATIENT,ESCITALOPRAM 10MG TABS,,,250,$24.10 ,$19.28 ,$19.76 ,$18.32 ,$18.08 ,,$19.76 ,$18.32 ,$18.08 ,$13.50 ,,$19.76 ,$18.32 ,$18.08 ,$14.46 ,,,$19.76 ,$18.32 ,$18.08 ,$19.76 ,$18.08 ,$17.83 ,,$20.73 ,,$21.21 ,,$15.18 ,$19.76 ,$18.80 ,$17.83 ,,$18.32 ,$15.67 ,$13.50 ,$21.21 
OP_RX-81000000-ERX50001103,OUTPATIENT,DOXYCYCLINE 100MG,,,250,$210.00 ,$168.00 ,$172.20 ,$159.60 ,$157.50 ,,$172.20 ,$159.60 ,$157.50 ,$117.60 ,,$172.20 ,$159.60 ,$157.50 ,$126.00 ,,,$172.20 ,$159.60 ,$157.50 ,$172.20 ,$157.50 ,$155.40 ,,$180.60 ,,$184.80 ,,$132.30 ,$172.20 ,$163.80 ,$155.40 ,,$159.60 ,$136.50 ,$117.60 ,$184.80 
OP_RX-81000000-ERX50001104,OUTPATIENT,DOXYCYCLINE 100MG/100ML,,,250,$210.00 ,$168.00 ,$172.20 ,$159.60 ,$157.50 ,,$172.20 ,$159.60 ,$157.50 ,$117.60 ,,$172.20 ,$159.60 ,$157.50 ,$126.00 ,,,$172.20 ,$159.60 ,$157.50 ,$172.20 ,$157.50 ,$155.40 ,,$180.60 ,,$184.80 ,,$132.30 ,$172.20 ,$163.80 ,$155.40 ,,$159.60 ,$136.50 ,$117.60 ,$184.80 
OP_RX-81000000-ERX50001245,OUTPATIENT,LIDOCAINE/EPINEPHRINE PF 1.5%/1:200000,,,250,$75.00 ,$60.00 ,$61.50 ,$57.00 ,$56.25 ,,$61.50 ,$57.00 ,$56.25 ,$42.00 ,,$61.50 ,$57.00 ,$56.25 ,$45.00 ,,,$61.50 ,$57.00 ,$56.25 ,$61.50 ,$56.25 ,$55.50 ,,$64.50 ,,$66.00 ,,$47.25 ,$61.50 ,$58.50 ,$55.50 ,,$57.00 ,$48.75 ,$42.00 ,$66.00 
OP_RX-81000000-ERX50001246,OUTPATIENT,LIDOCAINE/EPINEPHRINE PF 2%/1:200000,,,250,$77.39 ,$61.91 ,$63.46 ,$58.82 ,$58.04 ,,$63.46 ,$58.82 ,$58.04 ,$43.34 ,,$63.46 ,$58.82 ,$58.04 ,$46.43 ,,,$63.46 ,$58.82 ,$58.04 ,$63.46 ,$58.04 ,$57.27 ,,$66.56 ,,$68.10 ,,$48.76 ,$63.46 ,$60.36 ,$57.27 ,,$58.82 ,$50.30 ,$43.34 ,$68.10 
OP_RX-81000000-ERX50001681,OUTPATIENT,PSYLLIUM POWD,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.52 ,$1.50 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.20 ,,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.30 ,$1.12 ,$1.76 
OP_RX-81000000-ERX50001811,OUTPATIENT,POTASSIUM CHLORIDE CR 10MEQ TBCR,,,250,$7.50 ,$6.00 ,$6.15 ,$5.70 ,$5.63 ,,$6.15 ,$5.70 ,$5.63 ,$4.20 ,,$6.15 ,$5.70 ,$5.63 ,$4.50 ,,,$6.15 ,$5.70 ,$5.63 ,$6.15 ,$5.63 ,$5.55 ,,$6.45 ,,$6.60 ,,$4.73 ,$6.15 ,$5.85 ,$5.55 ,,$5.70 ,$4.88 ,$4.20 ,$6.60 
OP_RX-81000000-ERX50001816,OUTPATIENT,LIDOCAINE 2%,J2001,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.52 ,$1.50 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.20 ,,$7.63 ,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,$1.26 ,$1.64 ,$1.56 ,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,$7.63 
OP_RX-81000000-ERX50001888,OUTPATIENT,EPHEDRINE SULFATE 5MG/ML,,,250,$75.00 ,$60.00 ,$61.50 ,$57.00 ,$56.25 ,,$61.50 ,$57.00 ,$56.25 ,$42.00 ,,$61.50 ,$57.00 ,$56.25 ,$45.00 ,,,$61.50 ,$57.00 ,$56.25 ,$61.50 ,$56.25 ,$55.50 ,,$64.50 ,,$66.00 ,,$47.25 ,$61.50 ,$58.50 ,$55.50 ,,$57.00 ,$48.75 ,$42.00 ,$66.00 
OP_RX-81000000-ERX50003195,OUTPATIENT,GENTAMICIN 2MG/ML,J1580,,250,$75.00 ,$60.00 ,$61.50 ,$57.00 ,$56.25 ,,$61.50 ,$57.00 ,$56.25 ,$42.00 ,,$61.50 ,$57.00 ,$56.25 ,$45.00 ,,$9.98 ,$61.50 ,$57.00 ,$56.25 ,$61.50 ,$56.25 ,$55.50 ,,$64.50 ,,$66.00 ,,$47.25 ,$61.50 ,$58.50 ,$6.00 ,,$6.00 ,$5.00 ,$5.00 ,$66.00 
OP_RX-81000000-ERX50004869,OUTPATIENT,TRANEXAMIC ACID 1000MG/100ML SOLN,,,250,$564.14 ,$451.31 ,$462.59 ,$428.75 ,$423.11 ,,$462.59 ,$428.75 ,$423.11 ,$315.92 ,,$462.59 ,$428.75 ,$423.11 ,$338.48 ,,,$462.59 ,$428.75 ,$423.11 ,$462.59 ,$423.11 ,$417.46 ,,$485.16 ,,$496.44 ,,$355.41 ,$462.59 ,$440.03 ,$417.46 ,,$428.75 ,$366.69 ,$315.92 ,$496.44 
OP_RX-81000000-ERX50005630,OUTPATIENT,GLUCOSE 40% GEL 3 ML SYRINGE,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.52 ,$1.50 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.20 ,,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.30 ,$1.12 ,$1.76 
OP_RX-81000000-ERX50006334,OUTPATIENT,CALCIUM CARBONATE/VITAMIN D 500MG ELEMENTAL CALCIUM/200 UNITS TABS,,,250,$1.00 ,$0.80 ,$0.82 ,$0.76 ,$0.75 ,,$0.82 ,$0.76 ,$0.75 ,$0.56 ,,$0.82 ,$0.76 ,$0.75 ,$0.60 ,,,$0.82 ,$0.76 ,$0.75 ,$0.82 ,$0.75 ,$0.74 ,,$0.86 ,,$0.88 ,,$0.63 ,$0.82 ,$0.78 ,$0.74 ,,$0.76 ,$0.65 ,$0.56 ,$0.88 
OP_RX-81000000-ERX51536,OUTPATIENT,MOXIFLOXACIN 0.5% SOLN 3 ML BOTTLE,,,250,$835.76 ,$668.61 ,$685.32 ,$635.18 ,$626.82 ,,$685.32 ,$635.18 ,$626.82 ,$468.03 ,,$685.32 ,$635.18 ,$626.82 ,$501.46 ,,,$685.32 ,$635.18 ,$626.82 ,$685.32 ,$626.82 ,$618.46 ,,$718.75 ,,$735.47 ,,$526.53 ,$685.32 ,$651.89 ,$618.46 ,,$635.18 ,$543.24 ,$468.03 ,$735.47 
OP_RX-81000000-ERX52261,OUTPATIENT,ARIPIPRAZOLE 5MG TABS,,,250,$55.00 ,$44.00 ,$45.10 ,$41.80 ,$41.25 ,,$45.10 ,$41.80 ,$41.25 ,$30.80 ,,$45.10 ,$41.80 ,$41.25 ,$33.00 ,,,$45.10 ,$41.80 ,$41.25 ,$45.10 ,$41.25 ,$40.70 ,,$47.30 ,,$48.40 ,,$34.65 ,$45.10 ,$42.90 ,$40.70 ,,$41.80 ,$35.75 ,$30.80 ,$48.40 
OP_RX-81000000-ERX52603,OUTPATIENT,BUPROPION 24HR-XL 150MG TB24,,,250,$25.62 ,$20.50 ,$21.01 ,$19.47 ,$19.22 ,,$21.01 ,$19.47 ,$19.22 ,$14.35 ,,$21.01 ,$19.47 ,$19.22 ,$15.37 ,,,$21.01 ,$19.47 ,$19.22 ,$21.01 ,$19.22 ,$18.96 ,,$22.03 ,,$22.55 ,,$16.14 ,$21.01 ,$19.98 ,$18.96 ,,$19.47 ,$16.65 ,$14.35 ,$22.55 
OP_RX-81000000-ERX53487,OUTPATIENT,METOPROLOL TARTRATE 25MG TABS,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.40 ,$11.25 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$9.00 ,,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$9.75 ,$8.40 ,$13.20 
OP_RX-81000000-ERX53608,OUTPATIENT,HYDROCODONE/ACETAMINOPHEN 7.5-325MG/15ML SOLN,,,250,$40.00 ,$32.00 ,$32.80 ,$30.40 ,$30.00 ,,$32.80 ,$30.40 ,$30.00 ,$22.40 ,,$32.80 ,$30.40 ,$30.00 ,$24.00 ,,,$32.80 ,$30.40 ,$30.00 ,$32.80 ,$30.00 ,$29.60 ,,$34.40 ,,$35.20 ,,$25.20 ,$32.80 ,$31.20 ,$29.60 ,,$30.40 ,$26.00 ,$22.40 ,$35.20 
OP_RX-81000000-ERX53959,OUTPATIENT,GLIPIZIDE 24HR-ER 5MG TB24,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.40 ,$11.25 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$9.00 ,,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$9.75 ,$8.40 ,$13.20 
OP_RX-81000000-ERX54962,OUTPATIENT,DULOXETINE DR 30MG CPEP,,,250,$30.80 ,$24.64 ,$25.26 ,$23.41 ,$23.10 ,,$25.26 ,$23.41 ,$23.10 ,$17.25 ,,$25.26 ,$23.41 ,$23.10 ,$18.48 ,,,$25.26 ,$23.41 ,$23.10 ,$25.26 ,$23.10 ,$22.79 ,,$26.49 ,,$27.10 ,,$19.40 ,$25.26 ,$24.02 ,$22.79 ,,$23.41 ,$20.02 ,$17.25 ,$27.10 
OP_RX-81000000-ERX55000010,OUTPATIENT,FLUMAZENIL 0.1 MG/ML SOLN,,,250,$75.00 ,$60.00 ,$61.50 ,$57.00 ,$56.25 ,,$61.50 ,$57.00 ,$56.25 ,$42.00 ,,$61.50 ,$57.00 ,$56.25 ,$45.00 ,,,$61.50 ,$57.00 ,$56.25 ,$61.50 ,$56.25 ,$55.50 ,,$64.50 ,,$66.00 ,,$47.25 ,$61.50 ,$58.50 ,$55.50 ,,$57.00 ,$48.75 ,$42.00 ,$66.00 
OP_RX-81000000-ERX55000031,OUTPATIENT,THIAMINE 100MG TABS,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.52 ,$1.50 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.20 ,,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.30 ,$1.12 ,$1.76 
OP_RX-81000000-ERX55000032,OUTPATIENT,ARTIFICIAL TEARS OINT 3.5 G TUBE,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.52 ,$1.50 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.20 ,,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.30 ,$1.12 ,$1.76 
OP_RX-81000000-ERX55298,OUTPATIENT,PHENOL 89% SWAB,,,250,$0.33 ,$0.26 ,$0.27 ,$0.25 ,$0.25 ,,$0.27 ,$0.25 ,$0.25 ,$0.18 ,,$0.27 ,$0.25 ,$0.25 ,$0.20 ,,,$0.27 ,$0.25 ,$0.25 ,$0.27 ,$0.25 ,$0.24 ,,$0.28 ,,$0.29 ,,$0.21 ,$0.27 ,$0.26 ,$0.24 ,,$0.25 ,$0.21 ,$0.18 ,$0.29 
OP_RX-81000000-ERX55451,OUTPATIENT,FLUMAZENIL 0.5MG/5ML SOLN,,,250,$75.00 ,$60.00 ,$61.50 ,$57.00 ,$56.25 ,,$61.50 ,$57.00 ,$56.25 ,$42.00 ,,$61.50 ,$57.00 ,$56.25 ,$45.00 ,,,$61.50 ,$57.00 ,$56.25 ,$61.50 ,$56.25 ,$55.50 ,,$64.50 ,,$66.00 ,,$47.25 ,$61.50 ,$58.50 ,$55.50 ,,$57.00 ,$48.75 ,$42.00 ,$66.00 
OP_RX-81000000-ERX5573,OUTPATIENT,CYCLOBENZAPRINE 10MG TABS,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.40 ,$11.25 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$9.00 ,,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$9.75 ,$8.40 ,$13.20 
OP_RX-81000000-ERX56800,OUTPATIENT,INDOCYANINE GREEN 25MG SOLR,,,250,$75.00 ,$60.00 ,$61.50 ,$57.00 ,$56.25 ,,$61.50 ,$57.00 ,$56.25 ,$42.00 ,,$61.50 ,$57.00 ,$56.25 ,$45.00 ,,,$61.50 ,$57.00 ,$56.25 ,$61.50 ,$56.25 ,$55.50 ,,$64.50 ,,$66.00 ,,$47.25 ,$61.50 ,$58.50 ,$55.50 ,,$57.00 ,$48.75 ,$42.00 ,$66.00 
OP_RX-81000000-ERX5732,OUTPATIENT,SENNOSIDES 8.6MG TABS,,,250,$1.00 ,$0.80 ,$0.82 ,$0.76 ,$0.75 ,,$0.82 ,$0.76 ,$0.75 ,$0.56 ,,$0.82 ,$0.76 ,$0.75 ,$0.60 ,,,$0.82 ,$0.76 ,$0.75 ,$0.82 ,$0.75 ,$0.74 ,,$0.86 ,,$0.88 ,,$0.63 ,$0.82 ,$0.78 ,$0.74 ,,$0.76 ,$0.65 ,$0.56 ,$0.88 
OP_RX-81000000-ERX59663,OUTPATIENT,LIDOCAINE 4% SOLN,,,250,$45.34 ,$36.27 ,$37.18 ,$34.46 ,$34.01 ,,$37.18 ,$34.46 ,$34.01 ,$25.39 ,,$37.18 ,$34.46 ,$34.01 ,$27.20 ,,,$37.18 ,$34.46 ,$34.01 ,$37.18 ,$34.01 ,$33.55 ,,$38.99 ,,$39.90 ,,$28.56 ,$37.18 ,$35.37 ,$33.55 ,,$34.46 ,$29.47 ,$25.39 ,$39.90 
OP_RX-81000000-ERX59770,OUTPATIENT,BRIMONIDINE 0.1% SOLN 5 ML BOTTLE,,,250,$888.88 ,$711.10 ,$728.88 ,$675.55 ,$666.66 ,,$728.88 ,$675.55 ,$666.66 ,$497.77 ,,$728.88 ,$675.55 ,$666.66 ,$533.33 ,,,$728.88 ,$675.55 ,$666.66 ,$728.88 ,$666.66 ,$657.77 ,,$764.44 ,,$782.21 ,,$559.99 ,$728.88 ,$693.33 ,$657.77 ,,$675.55 ,$577.77 ,$497.77 ,$782.21 
OP_RX-81000000-ERX59787,OUTPATIENT,QUETIAPINE 50MG TABS,,,250,$7.50 ,$6.00 ,$6.15 ,$5.70 ,$5.63 ,,$6.15 ,$5.70 ,$5.63 ,$4.20 ,,$6.15 ,$5.70 ,$5.63 ,$4.50 ,,,$6.15 ,$5.70 ,$5.63 ,$6.15 ,$5.63 ,$5.55 ,,$6.45 ,,$6.60 ,,$4.73 ,$6.15 ,$5.85 ,$5.55 ,,$5.70 ,$4.88 ,$4.20 ,$6.60 
OP_RX-81000000-ERX60748,OUTPATIENT,GUAIFENESIN 100MG/5ML SOLN,,,250,$1.00 ,$0.80 ,$0.82 ,$0.76 ,$0.75 ,,$0.82 ,$0.76 ,$0.75 ,$0.56 ,,$0.82 ,$0.76 ,$0.75 ,$0.60 ,,,$0.82 ,$0.76 ,$0.75 ,$0.82 ,$0.75 ,$0.74 ,,$0.86 ,,$0.88 ,,$0.63 ,$0.82 ,$0.78 ,$0.74 ,,$0.76 ,$0.65 ,$0.56 ,$0.88 
OP_RX-81000000-ERX61574,OUTPATIENT,"CHOLECALCIFEROL 1,000 UNITS TABS",,,250,$1.00 ,$0.80 ,$0.82 ,$0.76 ,$0.75 ,,$0.82 ,$0.76 ,$0.75 ,$0.56 ,,$0.82 ,$0.76 ,$0.75 ,$0.60 ,,,$0.82 ,$0.76 ,$0.75 ,$0.82 ,$0.75 ,$0.74 ,,$0.86 ,,$0.88 ,,$0.63 ,$0.82 ,$0.78 ,$0.74 ,,$0.76 ,$0.65 ,$0.56 ,$0.88 
OP_RX-81000000-ERX6474,OUTPATIENT,TORSEMIDE 10MG TABS,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.40 ,$11.25 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$9.00 ,,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$9.75 ,$8.40 ,$13.20 
