Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,HealthSmart PPO,Multiplan PPO,Partnership Health Plan,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
OP_RX-81000000-ERX304351,OUTPATIENT,VALPROIC ACID 250MG/5ML SOLN,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
OP_RX-81000000-ERX304359,OUTPATIENT,SODIUM PHOSPHATES 45MMOL/15ML SOLN,,,250,$123.25 ,$98.60 ,$99.83 ,$99.83 ,$99.83 ,$98.60 ,$98.60 ,$98.60 ,$98.60 ,$98.60 ,$98.60 ,$98.60 ,$98.60 ,$110.93 ,$110.93 ,$110.93 ,$104.76 ,$104.76 ,$104.76 ,$110.93 ,$110.93 ,,$110.93 ,$110.93 ,$110.93 ,$110.93 ,$110.93 ,$98.60 ,$110.93 
OP_RX-81000000-ERX304369,OUTPATIENT,PORACTANT ALFA 240MG/3ML SUSP,,,250,"$2,507.75 ","$2,006.20 ","$2,031.28 ","$2,031.28 ","$2,031.28 ","$2,006.20 ","$2,006.20 ","$2,006.20 ","$2,006.20 ","$2,006.20 ","$2,006.20 ","$2,006.20 ","$2,006.20 ","$2,256.98 ","$2,256.98 ","$2,256.98 ","$2,131.59 ","$2,131.59 ","$2,131.59 ","$2,256.98 ","$2,256.98 ",,"$2,256.98 ","$2,256.98 ","$2,256.98 ","$2,256.98 ","$2,256.98 ","$2,006.20 ","$2,256.98 "
OP_RX-81000000-ERX304534,OUTPATIENT,NITROPRUSSIDE 50MG/100ML SOLN,,,250,$429.00 ,$343.20 ,$347.49 ,$347.49 ,$347.49 ,$343.20 ,$343.20 ,$343.20 ,$343.20 ,$343.20 ,$343.20 ,$343.20 ,$343.20 ,$386.10 ,$386.10 ,$386.10 ,$364.65 ,$364.65 ,$364.65 ,$386.10 ,$386.10 ,,$386.10 ,$386.10 ,$386.10 ,$386.10 ,$386.10 ,$343.20 ,$386.10 
OP_RX-81000000-ERX304676,OUTPATIENT,FLUORESCEIN 10% SOLN,,,250,$161.28 ,$129.02 ,$130.64 ,$130.64 ,$130.64 ,$129.02 ,$129.02 ,$129.02 ,$129.02 ,$129.02 ,$129.02 ,$129.02 ,$129.02 ,$145.15 ,$145.15 ,$145.15 ,$137.09 ,$137.09 ,$137.09 ,$145.15 ,$145.15 ,,$145.15 ,$145.15 ,$145.15 ,$145.15 ,$145.15 ,$129.02 ,$145.15 
OP_RX-81000000-ERX30633,OUTPATIENT,RIFAMPIN 300MG CAPS,,,250,$25.26 ,$20.21 ,$20.46 ,$20.46 ,$20.46 ,$20.21 ,$20.21 ,$20.21 ,$20.21 ,$20.21 ,$20.21 ,$20.21 ,$20.21 ,$22.73 ,$22.73 ,$22.73 ,$21.47 ,$21.47 ,$21.47 ,$22.73 ,$22.73 ,,$22.73 ,$22.73 ,$22.73 ,$22.73 ,$22.73 ,$20.21 ,$22.73 
OP_RX-81000000-ERX306669,OUTPATIENT,FENTANYL-BUPIVACAINE-NACL SOLN,,,250,$167.50 ,$134.00 ,$135.68 ,$135.68 ,$135.68 ,$134.00 ,$134.00 ,$134.00 ,$134.00 ,$134.00 ,$134.00 ,$134.00 ,$134.00 ,$150.75 ,$150.75 ,$150.75 ,$142.38 ,$142.38 ,$142.38 ,$150.75 ,$150.75 ,,$150.75 ,$150.75 ,$150.75 ,$150.75 ,$150.75 ,$134.00 ,$150.75 
OP_RX-81000000-ERX3069,OUTPATIENT,MIRTAZAPINE 15MG TABS,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
OP_RX-81000000-ERX30792,OUTPATIENT,SERTRALINE 50MG TABS,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
OP_RX-81000000-ERX307977,OUTPATIENT,"PANCRELIPASE DR 5,000-24,000 UNITS CPEP",,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
OP_RX-81000000-ERX308267,OUTPATIENT,ALFENTANIL 1000MCG/2ML SOLN,J3490,17478-067-02,250,$90.00 ,$72.00 ,$72.90 ,$72.90 ,$72.90 ,$72.00 ,$72.00 ,$72.00 ,$72.00 ,$72.00 ,$72.00 ,$72.00 ,$72.00 ,$81.00 ,$81.00 ,$81.00 ,$76.50 ,$76.50 ,$76.50 ,$81.00 ,$81.00 ,,$81.00 ,$81.00 ,$81.00 ,$81.00 ,$81.00 ,$72.00 ,$81.00 
OP_RX-81000000-ERX308330,OUTPATIENT,VANCOMYCIN HCL 25MG/ML SOLR,,,250,$23.62 ,$18.90 ,$19.13 ,$19.13 ,$19.13 ,$18.90 ,$18.90 ,$18.90 ,$18.90 ,$18.90 ,$18.90 ,$18.90 ,$18.90 ,$21.26 ,$21.26 ,$21.26 ,$20.08 ,$20.08 ,$20.08 ,$21.26 ,$21.26 ,,$21.26 ,$21.26 ,$21.26 ,$21.26 ,$21.26 ,$18.90 ,$21.26 
OP_RX-81000000-ERX30860,OUTPATIENT,SODIUM CITRATE/CITRIC ACID 500MG/334MG/5ML SOLN,,,250,$30.53 ,$24.42 ,$24.73 ,$24.73 ,$24.73 ,$24.42 ,$24.42 ,$24.42 ,$24.42 ,$24.42 ,$24.42 ,$24.42 ,$24.42 ,$27.48 ,$27.48 ,$27.48 ,$25.95 ,$25.95 ,$25.95 ,$27.48 ,$27.48 ,,$27.48 ,$27.48 ,$27.48 ,$27.48 ,$27.48 ,$24.42 ,$27.48 
OP_RX-81000000-ERX3087,OUTPATIENT,BISACODYL 10MG SUPP,,,250,$2.00 ,$1.60 ,$1.62 ,$1.62 ,$1.62 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.80 ,$1.80 ,$1.80 ,$1.70 ,$1.70 ,$1.70 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.60 ,$1.80 
OP_RX-81000000-ERX30874,OUTPATIENT,SODIUM BICARBONATE 4% SOLN,,,250,$10.50 ,$8.40 ,$8.51 ,$8.51 ,$8.51 ,$8.40 ,$8.40 ,$8.40 ,$8.40 ,$8.40 ,$8.40 ,$8.40 ,$8.40 ,$9.45 ,$9.45 ,$9.45 ,$8.93 ,$8.93 ,$8.93 ,$9.45 ,$9.45 ,,$9.45 ,$9.45 ,$9.45 ,$9.45 ,$9.45 ,$8.40 ,$9.45 
OP_RX-81000000-ERX309307,OUTPATIENT,BARICITINIB 2MG TABS,,,250,$299.67 ,$239.74 ,$242.73 ,$242.73 ,$242.73 ,$239.74 ,$239.74 ,$239.74 ,$239.74 ,$239.74 ,$239.74 ,$239.74 ,$239.74 ,$269.70 ,$269.70 ,$269.70 ,$254.72 ,$254.72 ,$254.72 ,$269.70 ,$269.70 ,,$269.70 ,$269.70 ,$269.70 ,$269.70 ,$269.70 ,$239.74 ,$269.70 
OP_RX-81000000-ERX30935,OUTPATIENT,"BUPIVACAINE/EPINEPHRINE 0.25%-1:200,000 SOLN 50 ML VIAL",,,250,$85.05 ,$68.04 ,$68.89 ,$68.89 ,$68.89 ,$68.04 ,$68.04 ,$68.04 ,$68.04 ,$68.04 ,$68.04 ,$68.04 ,$68.04 ,$76.55 ,$76.55 ,$76.55 ,$72.29 ,$72.29 ,$72.29 ,$76.55 ,$76.55 ,,$76.55 ,$76.55 ,$76.55 ,$76.55 ,$76.55 ,$68.04 ,$76.55 
OP_RX-81000000-ERX30943,OUTPATIENT,"BUPIVACAINE/EPINEPHRINE 0.5%-1:200,000 SOLN",,,250,$75.00 ,$60.00 ,$60.75 ,$60.75 ,$60.75 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$67.50 ,$67.50 ,$67.50 ,$63.75 ,$63.75 ,$63.75 ,$67.50 ,$67.50 ,,$67.50 ,$67.50 ,$67.50 ,$67.50 ,$67.50 ,$60.00 ,$67.50 
OP_RX-81000000-ERX30954,OUTPATIENT,SOTALOL 80MG TABS,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
OP_RX-81000000-ERX30993,OUTPATIENT,SUCRALFATE 1GM/10ML SUSP,,,250,$55.00 ,$44.00 ,$44.55 ,$44.55 ,$44.55 ,$44.00 ,$44.00 ,$44.00 ,$44.00 ,$44.00 ,$44.00 ,$44.00 ,$44.00 ,$49.50 ,$49.50 ,$49.50 ,$46.75 ,$46.75 ,$46.75 ,$49.50 ,$49.50 ,,$49.50 ,$49.50 ,$49.50 ,$49.50 ,$49.50 ,$44.00 ,$49.50 
OP_RX-81000000-ERX30995,OUTPATIENT,SUCRALFATE 1G TABS,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
OP_RX-81000000-ERX310156,OUTPATIENT,CLONIDINE 0.1MG/24HR PTWK,,,250,$100.00 ,$80.00 ,$81.00 ,$81.00 ,$81.00 ,$80.00 ,$80.00 ,$80.00 ,$80.00 ,$80.00 ,$80.00 ,$80.00 ,$80.00 ,$90.00 ,$90.00 ,$90.00 ,$85.00 ,$85.00 ,$85.00 ,$90.00 ,$90.00 ,,$90.00 ,$90.00 ,$90.00 ,$90.00 ,$90.00 ,$80.00 ,$90.00 
OP_RX-81000000-ERX310157,OUTPATIENT,CLONIDINE 0.2MG/24HR PTWK,,,250,$167.48 ,$133.98 ,$135.66 ,$135.66 ,$135.66 ,$133.98 ,$133.98 ,$133.98 ,$133.98 ,$133.98 ,$133.98 ,$133.98 ,$133.98 ,$150.73 ,$150.73 ,$150.73 ,$142.36 ,$142.36 ,$142.36 ,$150.73 ,$150.73 ,,$150.73 ,$150.73 ,$150.73 ,$150.73 ,$150.73 ,$133.98 ,$150.73 
OP_RX-81000000-ERX310158,OUTPATIENT,CLONIDINE 0.3MG/24HR PTWK,,,250,$232.08 ,$185.66 ,$187.98 ,$187.98 ,$187.98 ,$185.66 ,$185.66 ,$185.66 ,$185.66 ,$185.66 ,$185.66 ,$185.66 ,$185.66 ,$208.87 ,$208.87 ,$208.87 ,$197.27 ,$197.27 ,$197.27 ,$208.87 ,$208.87 ,,$208.87 ,$208.87 ,$208.87 ,$208.87 ,$208.87 ,$185.66 ,$208.87 
OP_RX-81000000-ERX3108,OUTPATIENT,BISMUTH SUBSALICYLATE 262MG/15ML SUSP,,,250,$2.00 ,$1.60 ,$1.62 ,$1.62 ,$1.62 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.80 ,$1.80 ,$1.80 ,$1.70 ,$1.70 ,$1.70 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.60 ,$1.80 
OP_RX-81000000-ERX31109,OUTPATIENT,TEMAZEPAM 7.5MG CAPS,,,250,$40.00 ,$32.00 ,$32.40 ,$32.40 ,$32.40 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$36.00 ,$36.00 ,$36.00 ,$34.00 ,$34.00 ,$34.00 ,$36.00 ,$36.00 ,,$36.00 ,$36.00 ,$36.00 ,$36.00 ,$36.00 ,$32.00 ,$36.00 
OP_RX-81000000-ERX31111,OUTPATIENT,CIPROFLOXACIN 500MG TABS,,,250,$28.56 ,$22.85 ,$23.13 ,$23.13 ,$23.13 ,$22.85 ,$22.85 ,$22.85 ,$22.85 ,$22.85 ,$22.85 ,$22.85 ,$22.85 ,$25.70 ,$25.70 ,$25.70 ,$24.28 ,$24.28 ,$24.28 ,$25.70 ,$25.70 ,,$25.70 ,$25.70 ,$25.70 ,$25.70 ,$25.70 ,$22.85 ,$25.70 
OP_RX-81000000-ERX312123,OUTPATIENT,LIDOCAINE TOPICAL GEL 2% GEL 5 ML TUBE,,,250,$2.00 ,$1.60 ,$1.62 ,$1.62 ,$1.62 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.80 ,$1.80 ,$1.80 ,$1.70 ,$1.70 ,$1.70 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.60 ,$1.80 
OP_RX-81000000-ERX312212,OUTPATIENT,FIRST-METRONIDAZOLE 50 MG/ML SUSR,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
OP_RX-81000000-ERX31302,OUTPATIENT,"THROMBIN 5,000 UNIT SOLR",,,250,$375.00 ,$300.00 ,$303.75 ,$303.75 ,$303.75 ,$300.00 ,$300.00 ,$300.00 ,$300.00 ,$300.00 ,$300.00 ,$300.00 ,$300.00 ,$337.50 ,$337.50 ,$337.50 ,$318.75 ,$318.75 ,$318.75 ,$337.50 ,$337.50 ,,$337.50 ,$337.50 ,$337.50 ,$337.50 ,$337.50 ,$300.00 ,$337.50 
OP_RX-81000000-ERX31359,OUTPATIENT,TOBRAMYCIN/DEXAMETHASONE 0.3%/0.1% OINT 3.5 G TUBE,,,250,"$1,095.40 ",$876.32 ,$887.27 ,$887.27 ,$887.27 ,$876.32 ,$876.32 ,$876.32 ,$876.32 ,$876.32 ,$876.32 ,$876.32 ,$876.32 ,$985.86 ,$985.86 ,$985.86 ,$931.09 ,$931.09 ,$931.09 ,$985.86 ,$985.86 ,,$985.86 ,$985.86 ,$985.86 ,$985.86 ,$985.86 ,$876.32 ,$985.86 
OP_RX-81000000-ERX31360,OUTPATIENT,TOBRAMYCIN/DEXAMETHASONE 0.3%/0.1% SUSP 5 ML BOTTLE,,,250,$10.08 ,$8.06 ,$8.16 ,$8.16 ,$8.16 ,$8.06 ,$8.06 ,$8.06 ,$8.06 ,$8.06 ,$8.06 ,$8.06 ,$8.06 ,$9.07 ,$9.07 ,$9.07 ,$8.57 ,$8.57 ,$8.57 ,$9.07 ,$9.07 ,,$9.07 ,$9.07 ,$9.07 ,$9.07 ,$9.07 ,$8.06 ,$9.07 
OP_RX-81000000-ERX313678,OUTPATIENT,LACTOBACILLUS ACIDOPHILUS/CASEI/RHAMNOSUS CPDR,,,250,$1.00 ,$0.80 ,$0.81 ,$0.81 ,$0.81 ,$0.80 ,$0.80 ,$0.80 ,$0.80 ,$0.80 ,$0.80 ,$0.80 ,$0.80 ,$0.90 ,$0.90 ,$0.90 ,$0.85 ,$0.85 ,$0.85 ,$0.90 ,$0.90 ,,$0.90 ,$0.90 ,$0.90 ,$0.90 ,$0.90 ,$0.80 ,$0.90 
OP_RX-81000000-ERX314337,OUTPATIENT,NACL PF 0.9% SOLN 10 ML VIAL,,,250,$75.00 ,$60.00 ,$60.75 ,$60.75 ,$60.75 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$67.50 ,$67.50 ,$67.50 ,$63.75 ,$63.75 ,$63.75 ,$67.50 ,$67.50 ,,$67.50 ,$67.50 ,$67.50 ,$67.50 ,$67.50 ,$60.00 ,$67.50 
OP_RX-81000000-ERX314529,OUTPATIENT,LIDOCAINE HCL URETHRAL/MUCOSAL 2 % PRSY,,,250,$10.49 ,$8.39 ,$8.50 ,$8.50 ,$8.50 ,$8.39 ,$8.39 ,$8.39 ,$8.39 ,$8.39 ,$8.39 ,$8.39 ,$8.39 ,$9.44 ,$9.44 ,$9.44 ,$8.92 ,$8.92 ,$8.92 ,$9.44 ,$9.44 ,,$9.44 ,$9.44 ,$9.44 ,$9.44 ,$9.44 ,$8.39 ,$9.44 
OP_RX-81000000-ERX31466,OUTPATIENT,"POLYMYXIN/TRIMETHOPRIM 10,000 UNITS/ML-0.1% SOLN 10 ML BOTTLE",,,250,$67.20 ,$53.76 ,$54.43 ,$54.43 ,$54.43 ,$53.76 ,$53.76 ,$53.76 ,$53.76 ,$53.76 ,$53.76 ,$53.76 ,$53.76 ,$60.48 ,$60.48 ,$60.48 ,$57.12 ,$57.12 ,$57.12 ,$60.48 ,$60.48 ,,$60.48 ,$60.48 ,$60.48 ,$60.48 ,$60.48 ,$53.76 ,$60.48 
OP_RX-81000000-ERX31474,OUTPATIENT,SULFAMETHOXAZOLE/TRIMETHOPRIM 800MG/160MG TABS,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
OP_RX-81000000-ERX31591,OUTPATIENT,VANCOMYCIN 50MG/ML SOLR,,,250,$30.00 ,$24.00 ,$24.30 ,$24.30 ,$24.30 ,$24.00 ,$24.00 ,$24.00 ,$24.00 ,$24.00 ,$24.00 ,$24.00 ,$24.00 ,$27.00 ,$27.00 ,$27.00 ,$25.50 ,$25.50 ,$25.50 ,$27.00 ,$27.00 ,,$27.00 ,$27.00 ,$27.00 ,$27.00 ,$27.00 ,$24.00 ,$27.00 
OP_RX-81000000-ERX31597,OUTPATIENT,VECURONIUM 10MG SOLR,,,250,$75.00 ,$60.00 ,$60.75 ,$60.75 ,$60.75 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$67.50 ,$67.50 ,$67.50 ,$63.75 ,$63.75 ,$63.75 ,$67.50 ,$67.50 ,,$67.50 ,$67.50 ,$67.50 ,$67.50 ,$67.50 ,$60.00 ,$67.50 
OP_RX-81000000-ERX31598,OUTPATIENT,VECURONIUM 20MG SOLR 1 EACH VIAL,,,250,$110.50 ,$88.40 ,$89.51 ,$89.51 ,$89.51 ,$88.40 ,$88.40 ,$88.40 ,$88.40 ,$88.40 ,$88.40 ,$88.40 ,$88.40 ,$99.45 ,$99.45 ,$99.45 ,$93.93 ,$93.93 ,$93.93 ,$99.45 ,$99.45 ,,$99.45 ,$99.45 ,$99.45 ,$99.45 ,$99.45 ,$88.40 ,$99.45 
OP_RX-81000000-ERX316833,OUTPATIENT,HYDROCORTISONE 2.5% CREA 30 G TUBE,,,250,$2.00 ,$1.60 ,$1.62 ,$1.62 ,$1.62 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.80 ,$1.80 ,$1.80 ,$1.70 ,$1.70 ,$1.70 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.60 ,$1.80 
OP_RX-81000000-ERX31692,OUTPATIENT,WARFARIN 1MG TABS,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
OP_RX-81000000-ERX31766,OUTPATIENT,ZOLPIDEM 5MG TABS,,,250,$40.00 ,$32.00 ,$32.40 ,$32.40 ,$32.40 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$36.00 ,$36.00 ,$36.00 ,$34.00 ,$34.00 ,$34.00 ,$36.00 ,$36.00 ,,$36.00 ,$36.00 ,$36.00 ,$36.00 ,$36.00 ,$32.00 ,$36.00 
OP_RX-81000000-ERX318021,OUTPATIENT,BUPIVACAINE HCL 0.125 % SOLN 500 ML FLEX CONT,,,250,$75.00 ,$60.00 ,$60.75 ,$60.75 ,$60.75 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$67.50 ,$67.50 ,$67.50 ,$63.75 ,$63.75 ,$63.75 ,$67.50 ,$67.50 ,,$67.50 ,$67.50 ,$67.50 ,$67.50 ,$67.50 ,$60.00 ,$67.50 
OP_RX-81000000-ERX320836,OUTPATIENT,NASAL SANITIZER SWAB,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
OP_RX-81000000-ERX322511,OUTPATIENT,FAT EMULSION 20% EMUL,,,250,$342.88 ,$274.30 ,$277.73 ,$277.73 ,$277.73 ,$274.30 ,$274.30 ,$274.30 ,$274.30 ,$274.30 ,$274.30 ,$274.30 ,$274.30 ,$308.59 ,$308.59 ,$308.59 ,$291.45 ,$291.45 ,$291.45 ,$308.59 ,$308.59 ,,$308.59 ,$308.59 ,$308.59 ,$308.59 ,$308.59 ,$274.30 ,$308.59 
OP_RX-81000000-ERX322558,OUTPATIENT,SODIUM CHONDROITIN/HYALURONATE 30MG/22.5MG/0.75ML SOSY 0.75 ML SYRINGE,,,250,"$1,325.20 ","$1,060.16 ","$1,073.41 ","$1,073.41 ","$1,073.41 ","$1,060.16 ","$1,060.16 ","$1,060.16 ","$1,060.16 ","$1,060.16 ","$1,060.16 ","$1,060.16 ","$1,060.16 ","$1,192.68 ","$1,192.68 ","$1,192.68 ","$1,126.42 ","$1,126.42 ","$1,126.42 ","$1,192.68 ","$1,192.68 ",,"$1,192.68 ","$1,192.68 ","$1,192.68 ","$1,192.68 ","$1,192.68 ","$1,060.16 ","$1,192.68 "
OP_RX-81000000-ERX324497,OUTPATIENT,FLUTICASONE/SALMETEROL 100MCG/50MCG AEPB,,,250,$728.34 ,$582.67 ,$589.96 ,$589.96 ,$589.96 ,$582.67 ,$582.67 ,$582.67 ,$582.67 ,$582.67 ,$582.67 ,$582.67 ,$582.67 ,$655.51 ,$655.51 ,$655.51 ,$619.09 ,$619.09 ,$619.09 ,$655.51 ,$655.51 ,,$655.51 ,$655.51 ,$655.51 ,$655.51 ,$655.51 ,$582.67 ,$655.51 
OP_RX-81000000-ERX324499,OUTPATIENT,FLUTICASONE/SALMETEROL 250MCG/50MCG AEPB,,,250,$728.34 ,$582.67 ,$589.96 ,$589.96 ,$589.96 ,$582.67 ,$582.67 ,$582.67 ,$582.67 ,$582.67 ,$582.67 ,$582.67 ,$582.67 ,$655.51 ,$655.51 ,$655.51 ,$619.09 ,$619.09 ,$619.09 ,$655.51 ,$655.51 ,,$655.51 ,$655.51 ,$655.51 ,$655.51 ,$655.51 ,$582.67 ,$655.51 
OP_RX-81000000-ERX324500,OUTPATIENT,FLUTICASONE/SALMETEROL 500MCG/50MCG AEPB 14 EACH DISP PACK,,,250,"$1,187.03 ",$949.62 ,$961.49 ,$961.49 ,$961.49 ,$949.62 ,$949.62 ,$949.62 ,$949.62 ,$949.62 ,$949.62 ,$949.62 ,$949.62 ,"$1,068.33 ","$1,068.33 ","$1,068.33 ","$1,008.98 ","$1,008.98 ","$1,008.98 ","$1,068.33 ","$1,068.33 ",,"$1,068.33 ","$1,068.33 ","$1,068.33 ","$1,068.33 ","$1,068.33 ",$949.62 ,"$1,068.33 "
OP_RX-81000000-ERX32457,OUTPATIENT,IVERMECTIN 3MG TABS,,,250,$14.91 ,$11.93 ,$12.08 ,$12.08 ,$12.08 ,$11.93 ,$11.93 ,$11.93 ,$11.93 ,$11.93 ,$11.93 ,$11.93 ,$11.93 ,$13.42 ,$13.42 ,$13.42 ,$12.67 ,$12.67 ,$12.67 ,$13.42 ,$13.42 ,,$13.42 ,$13.42 ,$13.42 ,$13.42 ,$13.42 ,$11.93 ,$13.42 
OP_RX-81000000-ERX32704,OUTPATIENT,MECLIZINE 25MG TABS,,,250,$2.00 ,$1.60 ,$1.62 ,$1.62 ,$1.62 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.80 ,$1.80 ,$1.80 ,$1.70 ,$1.70 ,$1.70 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.60 ,$1.80 
OP_RX-81000000-ERX32854,OUTPATIENT,THEOPHYLLINE 12HR-ER 300MG TB12,,,250,$23.63 ,$18.90 ,$19.14 ,$19.14 ,$19.14 ,$18.90 ,$18.90 ,$18.90 ,$18.90 ,$18.90 ,$18.90 ,$18.90 ,$18.90 ,$21.27 ,$21.27 ,$21.27 ,$20.09 ,$20.09 ,$20.09 ,$21.27 ,$21.27 ,,$21.27 ,$21.27 ,$21.27 ,$21.27 ,$21.27 ,$18.90 ,$21.27 
