Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Central California Alliance for Health,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medi-Cal / California Health & Wellness,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Stanford Advantage Medicare Adv_ HMO,Sutter Health Plus HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
OP_CASE-11441,OUTPATIENT,All Services for Outpatient Surgery for Exc face-mm b9+marg 0.6-1 cm,11441,,,,,,,,$738.00 ,,,,,$738.00 ,,,,,$738.00 ,,,,,,,,,$738.00 ,,$738.00 ,,$738.00 ,,,,,$738.00 ,,,$738.00 ,$738.00 
OP_CASE-11442,OUTPATIENT,All Services for Outpatient Surgery for Exc face-mm b9+marg 1.1-2 cm,11442,,,,,,,,$738.00 ,,,,,$738.00 ,,,,,$738.00 ,,,,,,,,,$738.00 ,,$738.00 ,,$738.00 ,,,,,$738.00 ,,,$738.00 ,$738.00 
OP_CASE-11443,OUTPATIENT,All Services for Outpatient Surgery for Exc face-mm b9+marg 2.1-3 cm,11443,,,,,,,,"$1,668.66 ",,,,,"$1,668.66 ",,,,,"$1,668.66 ",,,,,,,,,"$1,668.66 ",,"$1,668.66 ",,"$1,668.66 ",,,,,"$1,668.66 ",,,"$1,668.66 ","$1,668.66 "
OP_CASE-11444,OUTPATIENT,All Services for Outpatient Surgery for Exc face-mm b9+marg 3.1-4 cm,11444,,,,,,,,"$1,668.66 ",,,,,"$1,668.66 ",,,,,"$1,668.66 ",,,,,,,,,"$1,668.66 ",,"$1,668.66 ",,"$1,668.66 ",,,,,"$1,668.66 ",,,"$1,668.66 ","$1,668.66 "
OP_CASE-11446,OUTPATIENT,All Services for Outpatient Surgery for Exc face-mm b9+marg >4 cm,11446,,,,,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,,,,,"$2,811.95 ",,"$2,811.95 ",,"$2,811.95 ",,,,,"$2,811.95 ",,,"$2,811.95 ","$2,811.95 "
OP_CASE-11450,OUTPATIENT,All Services for Outpatient Surgery for Removal sweat gland lesion,11450,,,,,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,,,,,"$2,811.95 ",,"$2,811.95 ",,"$2,811.95 ",,,,,"$2,811.95 ",,,"$2,811.95 ","$2,811.95 "
OP_CASE-11451,OUTPATIENT,All Services for Outpatient Surgery for Removal sweat gland lesion,11451,,,,,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,,,,,"$2,811.95 ",,"$2,811.95 ",,"$2,811.95 ",,,,,"$2,811.95 ",,,"$2,811.95 ","$2,811.95 "
OP_CASE-11462,OUTPATIENT,All Services for Outpatient Surgery for Removal sweat gland lesion,11462,,,,,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,,,,,"$2,811.95 ",,"$2,811.95 ",,"$2,811.95 ",,,,,"$2,811.95 ",,,"$2,811.95 ","$2,811.95 "
OP_CASE-11463,OUTPATIENT,All Services for Outpatient Surgery for Removal sweat gland lesion,11463,,,,,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,,,,,"$2,811.95 ",,"$2,811.95 ",,"$2,811.95 ",,,,,"$2,811.95 ",,,"$2,811.95 ","$2,811.95 "
OP_CASE-11470,OUTPATIENT,All Services for Outpatient Surgery for Removal sweat gland lesion,11470,,,,,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,,,,,"$2,811.95 ",,"$2,811.95 ",,"$2,811.95 ",,,,,"$2,811.95 ",,,"$2,811.95 ","$2,811.95 "
OP_CASE-11471,OUTPATIENT,All Services for Outpatient Surgery for Removal sweat gland lesion,11471,,,,,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,,,,,"$2,811.95 ",,"$2,811.95 ",,"$2,811.95 ",,,,,"$2,811.95 ",,,"$2,811.95 ","$2,811.95 "
OP_CASE-11600,OUTPATIENT,All Services for Outpatient Surgery for Exc tr-ext mal+marg 0.5 cm/<,11600,,,,,,,,$738.00 ,,,,,$738.00 ,,,,,$738.00 ,,,,,,,,,$738.00 ,,$738.00 ,,$738.00 ,,,,,$738.00 ,,,$738.00 ,$738.00 
OP_CASE-11601,OUTPATIENT,All Services for Outpatient Surgery for Exc tr-ext mal+marg 0.6-1 cm,11601,,,,,,,,$738.00 ,,,,,$738.00 ,,,,,$738.00 ,,,,,,,,,$738.00 ,,$738.00 ,,$738.00 ,,,,,$738.00 ,,,$738.00 ,$738.00 
OP_CASE-11602,OUTPATIENT,All Services for Outpatient Surgery for Exc tr-ext mal+marg 1.1-2 cm,11602,,,,,,,,$409.91 ,,,,,$409.91 ,,,,,$409.91 ,,,,,,,,,$409.91 ,,$409.91 ,,$409.91 ,,,,,$409.91 ,,,$409.91 ,$409.91 
OP_CASE-11603,OUTPATIENT,All Services for Outpatient Surgery for Exc tr-ext mal+marg 2.1-3 cm,11603,,,,,,,,$738.00 ,,,,,$738.00 ,,,,,$738.00 ,,,,,,,,,$738.00 ,,$738.00 ,,$738.00 ,,,,,$738.00 ,,,$738.00 ,$738.00 
OP_CASE-11604,OUTPATIENT,All Services for Outpatient Surgery for Exc tr-ext mal+marg 3.1-4 cm,11604,,,,,,,,$738.00 ,,,,,$738.00 ,,,,,$738.00 ,,,,,,,,,$738.00 ,,$738.00 ,,$738.00 ,,,,,$738.00 ,,,$738.00 ,$738.00 
OP_CASE-11606,OUTPATIENT,All Services for Outpatient Surgery for Exc tr-ext mal+marg >4 cm,11606,,,,,,,,"$1,668.66 ",,,,,"$1,668.66 ",,,,,"$1,668.66 ",,,,,,,,,"$1,668.66 ",,"$1,668.66 ",,"$1,668.66 ",,,,,"$1,668.66 ",,,"$1,668.66 ","$1,668.66 "
OP_CASE-11620,OUTPATIENT,All Services for Outpatient Surgery for Exc h-f-nk-sp mal+marg 0.5/<,11620,,,,,,,,"$1,668.66 ",,,,,"$1,668.66 ",,,,,"$1,668.66 ",,,,,,,,,"$1,668.66 ",,"$1,668.66 ",,"$1,668.66 ",,,,,"$1,668.66 ",,,"$1,668.66 ","$1,668.66 "
OP_CASE-11621,OUTPATIENT,All Services for Outpatient Surgery for Exc s/n/h/f/g mal+mrg 0.6-1,11621,,,,,,,,$738.00 ,,,,,$738.00 ,,,,,$738.00 ,,,,,,,,,$738.00 ,,$738.00 ,,$738.00 ,,,,,$738.00 ,,,$738.00 ,$738.00 
OP_CASE-11622,OUTPATIENT,All Services for Outpatient Surgery for Exc s/n/h/f/g mal+mrg 1.1-2,11622,,,,,,,,$738.00 ,,,,,$738.00 ,,,,,$738.00 ,,,,,,,,,$738.00 ,,$738.00 ,,$738.00 ,,,,,$738.00 ,,,$738.00 ,$738.00 
OP_CASE-11623,OUTPATIENT,All Services for Outpatient Surgery for Exc s/n/h/f/g mal+mrg 2.1-3,11623,,,,,,,,"$1,668.66 ",,,,,"$1,668.66 ",,,,,"$1,668.66 ",,,,,,,,,"$1,668.66 ",,"$1,668.66 ",,"$1,668.66 ",,,,,"$1,668.66 ",,,"$1,668.66 ","$1,668.66 "
OP_CASE-11624,OUTPATIENT,All Services for Outpatient Surgery for Exc s/n/h/f/g mal+mrg 3.1-4,11624,,,,,,,,"$1,668.66 ",,,,,"$1,668.66 ",,,,,"$1,668.66 ",,,,,,,,,"$1,668.66 ",,"$1,668.66 ",,"$1,668.66 ",,,,,"$1,668.66 ",,,"$1,668.66 ","$1,668.66 "
OP_CASE-11626,OUTPATIENT,All Services for Outpatient Surgery for Exc s/n/h/f/g mal+mrg >4 cm,11626,,,,,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,,,,,"$2,811.95 ",,"$2,811.95 ",,"$2,811.95 ",,,,,"$2,811.95 ",,,"$2,811.95 ","$2,811.95 "
OP_CASE-11640,OUTPATIENT,All Services for Outpatient Surgery for Exc f/e/e/n/l mal+mrg 0.5cm<,11640,,,,,,,,$738.00 ,,,,,$738.00 ,,,,,$738.00 ,,,,,,,,,$738.00 ,,$738.00 ,,$738.00 ,,,,,$738.00 ,,,$738.00 ,$738.00 
OP_CASE-11641,OUTPATIENT,All Services for Outpatient Surgery for Exc f/e/e/n/l mal+mrg 0.6-1,11641,,,,,,,,$738.00 ,,,,,$738.00 ,,,,,$738.00 ,,,,,,,,,$738.00 ,,$738.00 ,,$738.00 ,,,,,$738.00 ,,,$738.00 ,$738.00 
OP_CASE-11642,OUTPATIENT,All Services for Outpatient Surgery for Exc f/e/e/n/l mal+mrg 1.1-2,11642,,,,,,,,$738.00 ,,,,,$738.00 ,,,,,$738.00 ,,,,,,,,,$738.00 ,,$738.00 ,,$738.00 ,,,,,$738.00 ,,,$738.00 ,$738.00 
OP_CASE-11643,OUTPATIENT,All Services for Outpatient Surgery for Exc f/e/e/n/l mal+mrg 2.1-3,11643,,,,,,,,"$1,668.66 ",,,,,"$1,668.66 ",,,,,"$1,668.66 ",,,,,,,,,"$1,668.66 ",,"$1,668.66 ",,"$1,668.66 ",,,,,"$1,668.66 ",,,"$1,668.66 ","$1,668.66 "
OP_CASE-11644,OUTPATIENT,All Services for Outpatient Surgery for Exc f/e/e/n/l mal+mrg 3.1-4,11644,,,,,,,,"$1,668.66 ",,,,,"$1,668.66 ",,,,,"$1,668.66 ",,,,,,,,,"$1,668.66 ",,"$1,668.66 ",,"$1,668.66 ",,,,,"$1,668.66 ",,,"$1,668.66 ","$1,668.66 "
OP_CASE-11646,OUTPATIENT,All Services for Outpatient Surgery for Exc f/e/e/n/l mal+mrg >4 cm,11646,,,,,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,,,,,"$2,811.95 ",,"$2,811.95 ",,"$2,811.95 ",,,,,"$2,811.95 ",,,"$2,811.95 ","$2,811.95 "
OP_CASE-11719,OUTPATIENT,All Services for Outpatient Surgery for Trim nail(s) any number,11719,,,,,,,,$66.02 ,,,,,$66.02 ,,,,,$66.02 ,,,,,,,,,$66.02 ,,$66.02 ,,$66.02 ,,,,,$66.02 ,,,$66.02 ,$66.02 
OP_CASE-11720,OUTPATIENT,All Services for Outpatient Surgery for Debride nail 1-5,11720,,,,,,,,$66.02 ,,,,,$66.02 ,,,,,$66.02 ,,,,,,,,,$66.02 ,,$66.02 ,,$66.02 ,,,,,$66.02 ,,,$66.02 ,$66.02 
OP_CASE-11721,OUTPATIENT,All Services for Outpatient Surgery for Debride nail 6 or more,11721,,,,,,,,$66.02 ,,,,,$66.02 ,,,,,$66.02 ,,,,,,,,,$66.02 ,,$66.02 ,,$66.02 ,,,,,$66.02 ,,,$66.02 ,$66.02 
OP_CASE-11730,OUTPATIENT,All Services for Outpatient Surgery for Removal of nail plate,11730,,,,,,,,$212.97 ,,,,,$212.97 ,,,,,$212.97 ,,,,,,,,,$212.97 ,,$212.97 ,,$212.97 ,,,,,$212.97 ,,,$212.97 ,$212.97 
OP_CASE-11740,OUTPATIENT,All Services for Outpatient Surgery for Drain blood from under nail,11740,,,,,,,,$133.73 ,,,,,$133.73 ,,,,,$133.73 ,,,,,,,,,$133.73 ,,$133.73 ,,$133.73 ,,,,,$133.73 ,,,$133.73 ,$133.73 
OP_CASE-11750,OUTPATIENT,All Services for Outpatient Surgery for Removal of nail bed,11750,,,,,,,,$409.91 ,,,,,$409.91 ,,,,,$409.91 ,,,,,,,,,$409.91 ,,$409.91 ,,$409.91 ,,,,,$409.91 ,,,$409.91 ,$409.91 
OP_CASE-11755,OUTPATIENT,All Services for Outpatient Surgery for Biopsy nail unit,11755,,,,,,,,$738.00 ,,,,,$738.00 ,,,,,$738.00 ,,,,,,,,,$738.00 ,,$738.00 ,,$738.00 ,,,,,$738.00 ,,,$738.00 ,$738.00 
OP_CASE-11760,OUTPATIENT,All Services for Outpatient Surgery for Repair of nail bed,11760,,,,,,,,$621.13 ,,,,,$621.13 ,,,,,$621.13 ,,,,,,,,,$621.13 ,,$621.13 ,,$621.13 ,,,,,$621.13 ,,,$621.13 ,$621.13 
OP_CASE-11762,OUTPATIENT,All Services for Outpatient Surgery for Reconstruction of nail bed,11762,,,,,,,,"$2,031.28 ",,,,,"$2,031.28 ",,,,,"$2,031.28 ",,,,,,,,,"$2,031.28 ",,"$2,031.28 ",,"$2,031.28 ",,,,,"$2,031.28 ",,,"$2,031.28 ","$2,031.28 "
OP_CASE-11765,OUTPATIENT,All Services for Outpatient Surgery for Excision of nail fold toe,11765,,,,,,,,$409.91 ,,,,,$409.91 ,,,,,$409.91 ,,,,,,,,,$409.91 ,,$409.91 ,,$409.91 ,,,,,$409.91 ,,,$409.91 ,$409.91 
OP_CASE-11770,OUTPATIENT,All Services for Outpatient Surgery for Remove pilonidal cyst simple,11770,,,,,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,,,,,"$2,811.95 ",,"$2,811.95 ",,"$2,811.95 ",,,,,"$2,811.95 ",,,"$2,811.95 ","$2,811.95 "
OP_CASE-11771,OUTPATIENT,All Services for Outpatient Surgery for Remove pilonidal cyst exten,11771,,,,,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,,,,,"$2,811.95 ",,"$2,811.95 ",,"$2,811.95 ",,,,,"$2,811.95 ",,,"$2,811.95 ","$2,811.95 "
OP_CASE-11772,OUTPATIENT,All Services for Outpatient Surgery for Remove pilonidal cyst compl,11772,,,,,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,,,,,"$2,811.95 ",,"$2,811.95 ",,"$2,811.95 ",,,,,"$2,811.95 ",,,"$2,811.95 ","$2,811.95 "
OP_CASE-11900,OUTPATIENT,All Services for Outpatient Surgery for Inject skin lesions </w 7,11900,,,,,,,,$212.97 ,,,,,$212.97 ,,,,,$212.97 ,,,,,,,,,$212.97 ,,$212.97 ,,$212.97 ,,,,,$212.97 ,,,$212.97 ,$212.97 
OP_CASE-11901,OUTPATIENT,All Services for Outpatient Surgery for Inject skin lesions >7,11901,,,,,,,,$212.97 ,,,,,$212.97 ,,,,,$212.97 ,,,,,,,,,$212.97 ,,$212.97 ,,$212.97 ,,,,,$212.97 ,,,$212.97 ,$212.97 
OP_CASE-11920,OUTPATIENT,All Services for Outpatient Surgery for Correct skin color 6.0 cm/<,11920,,,,,,,,$621.13 ,,,,,$621.13 ,,,,,$621.13 ,,,,,,,,,$621.13 ,,$621.13 ,,$621.13 ,,,,,$621.13 ,,,$621.13 ,$621.13 
OP_CASE-11921,OUTPATIENT,All Services for Outpatient Surgery for Correct skn color 6.1-20.0cm,11921,,,,,,,,$621.13 ,,,,,$621.13 ,,,,,$621.13 ,,,,,,,,,$621.13 ,,$621.13 ,,$621.13 ,,,,,$621.13 ,,,$621.13 ,$621.13 
OP_CASE-11950,OUTPATIENT,All Services for Outpatient Surgery for Tx contour defects 1 cc/<,11950,,,,,,,,$212.97 ,,,,,$212.97 ,,,,,$212.97 ,,,,,,,,,$212.97 ,,$212.97 ,,$212.97 ,,,,,$212.97 ,,,$212.97 ,$212.97 
OP_CASE-11951,OUTPATIENT,All Services for Outpatient Surgery for Tx contour defects 1.1-5.0cc,11951,,,,,,,,$621.13 ,,,,,$621.13 ,,,,,$621.13 ,,,,,,,,,$621.13 ,,$621.13 ,,$621.13 ,,,,,$621.13 ,,,$621.13 ,$621.13 
OP_CASE-11952,OUTPATIENT,All Services for Outpatient Surgery for Tx contour defects 5.1-10cc,11952,,,,,,,,$621.13 ,,,,,$621.13 ,,,,,$621.13 ,,,,,,,,,$621.13 ,,$621.13 ,,$621.13 ,,,,,$621.13 ,,,$621.13 ,$621.13 
OP_CASE-11954,OUTPATIENT,All Services for Outpatient Surgery for Tx contour defects >10.0 cc,11954,,,,,,,,$621.13 ,,,,,$621.13 ,,,,,$621.13 ,,,,,,,,,$621.13 ,,$621.13 ,,$621.13 ,,,,,$621.13 ,,,$621.13 ,$621.13 
OP_CASE-11960,OUTPATIENT,All Services for Outpatient Surgery for Insert tissue expander(s),11960,,,,,,,,"$4,176.00 ",,,,,"$4,176.00 ",,,,,"$4,176.00 ",,,,,,,,,"$4,176.00 ",,"$4,176.00 ",,"$4,176.00 ",,,,,"$4,176.00 ",,,"$4,176.00 ","$4,176.00 "
OP_CASE-11970,OUTPATIENT,All Services for Outpatient Surgery for Rplcmt tiss xpndr perm implt,11970,,,,,,,,"$7,428.38 ",,,,,"$7,428.38 ",,,,,"$7,428.38 ",,,,,,,,,"$7,428.38 ",,"$7,428.38 ",,"$7,428.38 ",,,,,"$7,428.38 ",,,"$7,428.38 ","$7,428.38 "
OP_CASE-11971,OUTPATIENT,All Services for Outpatient Surgery for Rmvl tis xpndr wo insj implt,11971,,,,,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,"$2,811.95 ",,,,,,,,,"$2,811.95 ",,"$2,811.95 ",,"$2,811.95 ",,,,,"$2,811.95 ",,,"$2,811.95 ","$2,811.95 "
OP_CASE-11976,OUTPATIENT,All Services for Outpatient Surgery for Remove contraceptive capsule,11976,,,,,,,,$738.00 ,,,,,$738.00 ,,,,,$738.00 ,,,,,,,,,$738.00 ,,$738.00 ,,$738.00 ,,,,,$738.00 ,,,$738.00 ,$738.00 
OP_CASE-11980,OUTPATIENT,All Services for Outpatient Surgery for Implant hormone pellet(s),11980,,,,,,,,$321.87 ,,,,,$321.87 ,,,,,$321.87 ,,,,,,,,,$321.87 ,,$321.87 ,,$321.87 ,,,,,$321.87 ,,,$321.87 ,$321.87 
OP_CASE-11981,OUTPATIENT,All Services for Outpatient Surgery for Insert drug implant device,11981,,,,,,,,$133.73 ,,,,,$133.73 ,,,,,$133.73 ,,,,,,,,,$133.73 ,,$133.73 ,,$133.73 ,,,,,$133.73 ,,,$133.73 ,$133.73 
OP_CASE-11982,OUTPATIENT,All Services for Outpatient Surgery for Remove drug implant device,11982,,,,,,,,$321.87 ,,,,,$321.87 ,,,,,$321.87 ,,,,,,,,,$321.87 ,,$321.87 ,,$321.87 ,,,,,$321.87 ,,,$321.87 ,$321.87 
OP_CASE-11983,OUTPATIENT,All Services for Outpatient Surgery for Remove/insert drug implant,11983,,,,,,,,$321.87 ,,,,,$321.87 ,,,,,$321.87 ,,,,,,,,,$321.87 ,,$321.87 ,,$321.87 ,,,,,$321.87 ,,,$321.87 ,$321.87 
OP_CASE-12001,OUTPATIENT,All Services for Outpatient Surgery for Rpr s/n/ax/gen/trnk 2.5cm/<,12001,,,,,,,,$212.97 ,,,,,$212.97 ,,,,,$212.97 ,,,,,,,,,$212.97 ,,$212.97 ,,$212.97 ,,,,,$212.97 ,,,$212.97 ,$212.97 
OP_CASE-12002,OUTPATIENT,All Services for Outpatient Surgery for Rpr s/n/ax/gen/trnk2.6-7.5cm,12002,,,,,,,,$212.97 ,,,,,$212.97 ,,,,,$212.97 ,,,,,,,,,$212.97 ,,$212.97 ,,$212.97 ,,,,,$212.97 ,,,$212.97 ,$212.97 
OP_CASE-12004,OUTPATIENT,All Services for Outpatient Surgery for Rpr s/n/ax/gen/trk7.6-12.5cm,12004,,,,,,,,$212.97 ,,,,,$212.97 ,,,,,$212.97 ,,,,,,,,,$212.97 ,,$212.97 ,,$212.97 ,,,,,$212.97 ,,,$212.97 ,$212.97 
OP_CASE-12005,OUTPATIENT,All Services for Outpatient Surgery for Rpr s/n/a/gen/trk12.6-20.0cm,12005,,,,,,,,$409.91 ,,,,,$409.91 ,,,,,$409.91 ,,,,,,,,,$409.91 ,,$409.91 ,,$409.91 ,,,,,$409.91 ,,,$409.91 ,$409.91 
OP_CASE-12006,OUTPATIENT,All Services for Outpatient Surgery for Rpr s/n/a/gen/trk20.1-30.0cm,12006,,,,,,,,$409.91 ,,,,,$409.91 ,,,,,$409.91 ,,,,,,,,,$409.91 ,,$409.91 ,,$409.91 ,,,,,$409.91 ,,,$409.91 ,$409.91 
OP_CASE-12007,OUTPATIENT,All Services for Outpatient Surgery for Rpr s/n/ax/gen/trnk >30.0 cm,12007,,,,,,,,$212.97 ,,,,,$212.97 ,,,,,$212.97 ,,,,,,,,,$212.97 ,,$212.97 ,,$212.97 ,,,,,$212.97 ,,,$212.97 ,$212.97 
OP_CASE-12011,OUTPATIENT,All Services for Outpatient Surgery for Rpr f/e/e/n/l/m 2.5 cm/<,12011,,,,,,,,$212.97 ,,,,,$212.97 ,,,,,$212.97 ,,,,,,,,,$212.97 ,,$212.97 ,,$212.97 ,,,,,$212.97 ,,,$212.97 ,$212.97 
OP_CASE-12013,OUTPATIENT,All Services for Outpatient Surgery for Rpr f/e/e/n/l/m 2.6-5.0 cm,12013,,,,,,,,$212.97 ,,,,,$212.97 ,,,,,$212.97 ,,,,,,,,,$212.97 ,,$212.97 ,,$212.97 ,,,,,$212.97 ,,,$212.97 ,$212.97 
OP_CASE-12014,OUTPATIENT,All Services for Outpatient Surgery for Rpr f/e/e/n/l/m 5.1-7.5 cm,12014,,,,,,,,$212.97 ,,,,,$212.97 ,,,,,$212.97 ,,,,,,,,,$212.97 ,,$212.97 ,,$212.97 ,,,,,$212.97 ,,,$212.97 ,$212.97 
OP_CASE-12015,OUTPATIENT,All Services for Outpatient Surgery for Rpr f/e/e/n/l/m 7.6-12.5 cm,12015,,,,,,,,$212.97 ,,,,,$212.97 ,,,,,$212.97 ,,,,,,,,,$212.97 ,,$212.97 ,,$212.97 ,,,,,$212.97 ,,,$212.97 ,$212.97 
OP_CASE-12016,OUTPATIENT,All Services for Outpatient Surgery for Rpr fe/e/en/l/m 12.6-20.0 cm,12016,,,,,,,,$409.91 ,,,,,$409.91 ,,,,,$409.91 ,,,,,,,,,$409.91 ,,$409.91 ,,$409.91 ,,,,,$409.91 ,,,$409.91 ,$409.91 
OP_CASE-12017,OUTPATIENT,All Services for Outpatient Surgery for Rpr fe/e/en/l/m 20.1-30.0 cm,12017,,,,,,,,$409.91 ,,,,,$409.91 ,,,,,$409.91 ,,,,,,,,,$409.91 ,,$409.91 ,,$409.91 ,,,,,$409.91 ,,,$409.91 ,$409.91 
OP_CASE-12018,OUTPATIENT,All Services for Outpatient Surgery for Rpr f/e/e/n/l/m >30.0 cm,12018,,,,,,,,$212.97 ,,,,,$212.97 ,,,,,$212.97 ,,,,,,,,,$212.97 ,,$212.97 ,,$212.97 ,,,,,$212.97 ,,,$212.97 ,$212.97 
OP_CASE-12020,OUTPATIENT,All Services for Outpatient Surgery for Closure of split wound,12020,,,,,,,,$621.13 ,,,,,$621.13 ,,,,,$621.13 ,,,,,,,,,$621.13 ,,$621.13 ,,$621.13 ,,,,,$621.13 ,,,$621.13 ,$621.13 
OP_CASE-12021,OUTPATIENT,All Services for Outpatient Surgery for Closure of split wound,12021,,,,,,,,$409.91 ,,,,,$409.91 ,,,,,$409.91 ,,,,,,,,,$409.91 ,,$409.91 ,,$409.91 ,,,,,$409.91 ,,,$409.91 ,$409.91 
OP_CASE-12031,OUTPATIENT,All Services for Outpatient Surgery for Intmd rpr s/a/t/ext 2.5 cm/<,12031,,,,,,,,$409.91 ,,,,,$409.91 ,,,,,$409.91 ,,,,,,,,,$409.91 ,,$409.91 ,,$409.91 ,,,,,$409.91 ,,,$409.91 ,$409.91 
OP_CASE-12032,OUTPATIENT,All Services for Outpatient Surgery for Intmd rpr s/a/t/ext 2.6-7.5,12032,,,,,,,,$409.91 ,,,,,$409.91 ,,,,,$409.91 ,,,,,,,,,$409.91 ,,$409.91 ,,$409.91 ,,,,,$409.91 ,,,$409.91 ,$409.91 
OP_CASE-12034,OUTPATIENT,All Services for Outpatient Surgery for Intmd rpr s/tr/ext 7.6-12.5,12034,,,,,,,,$409.91 ,,,,,$409.91 ,,,,,$409.91 ,,,,,,,,,$409.91 ,,$409.91 ,,$409.91 ,,,,,$409.91 ,,,$409.91 ,$409.91 
OP_CASE-12035,OUTPATIENT,All Services for Outpatient Surgery for Intmd rpr s/a/t/ext 12.6-20,12035,,,,,,,,$409.91 ,,,,,$409.91 ,,,,,$409.91 ,,,,,,,,,$409.91 ,,$409.91 ,,$409.91 ,,,,,$409.91 ,,,$409.91 ,$409.91 
OP_CASE-12036,OUTPATIENT,All Services for Outpatient Surgery for Intmd rpr s/a/t/ext 20.1-30,12036,,,,,,,,$621.13 ,,,,,$621.13 ,,,,,$621.13 ,,,,,,,,,$621.13 ,,$621.13 ,,$621.13 ,,,,,$621.13 ,,,$621.13 ,$621.13 
OP_CASE-12037,OUTPATIENT,All Services for Outpatient Surgery for Intmd rpr s/tr/ext >30.0 cm,12037,,,,,,,,"$2,031.28 ",,,,,"$2,031.28 ",,,,,"$2,031.28 ",,,,,,,,,"$2,031.28 ",,"$2,031.28 ",,"$2,031.28 ",,,,,"$2,031.28 ",,,"$2,031.28 ","$2,031.28 "
OP_CASE-12041,OUTPATIENT,All Services for Outpatient Surgery for Intmd rpr n-hf/genit 2.5cm/<,12041,,,,,,,,$409.91 ,,,,,$409.91 ,,,,,$409.91 ,,,,,,,,,$409.91 ,,$409.91 ,,$409.91 ,,,,,$409.91 ,,,$409.91 ,$409.91 
OP_CASE-12042,OUTPATIENT,All Services for Outpatient Surgery for Intmd rpr n-hf/genit2.6-7.5,12042,,,,,,,,$409.91 ,,,,,$409.91 ,,,,,$409.91 ,,,,,,,,,$409.91 ,,$409.91 ,,$409.91 ,,,,,$409.91 ,,,$409.91 ,$409.91 
OP_CASE-12044,OUTPATIENT,All Services for Outpatient Surgery for Intmd rpr n-hf/genit7.6-12.5,12044,,,,,,,,$621.13 ,,,,,$621.13 ,,,,,$621.13 ,,,,,,,,,$621.13 ,,$621.13 ,,$621.13 ,,,,,$621.13 ,,,$621.13 ,$621.13 
OP_CASE-12045,OUTPATIENT,All Services for Outpatient Surgery for Intmd rpr n-hf/genit12.6-20,12045,,,,,,,,$621.13 ,,,,,$621.13 ,,,,,$621.13 ,,,,,,,,,$621.13 ,,$621.13 ,,$621.13 ,,,,,$621.13 ,,,$621.13 ,$621.13 
OP_CASE-12046,OUTPATIENT,All Services for Outpatient Surgery for Intmd rpr n-hf/genit20.1-30,12046,,,,,,,,$621.13 ,,,,,$621.13 ,,,,,$621.13 ,,,,,,,,,$621.13 ,,$621.13 ,,$621.13 ,,,,,$621.13 ,,,$621.13 ,$621.13 
OP_CASE-12047,OUTPATIENT,All Services for Outpatient Surgery for Intmd rpr n-hf/genit >30.0cm,12047,,,,,,,,"$2,031.28 ",,,,,"$2,031.28 ",,,,,"$2,031.28 ",,,,,,,,,"$2,031.28 ",,"$2,031.28 ",,"$2,031.28 ",,,,,"$2,031.28 ",,,"$2,031.28 ","$2,031.28 "
